,TypeData.CompTypeID,TypeData.GenCompType,long_description,failure_locations,component_short_description,component_boundry_for_short_description,answer
405,PMP_HORZ_3G_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Rolling Element Bearings_Grease Lubed,"The equipment Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Rolling Element Bearings_Grease Lubed, is categorized as Rotating Asset and has the following boundary: The boundary of a single stage double suction horizontal pump with an axially split case, packing type seals, and grease lubricated rolling element bearings is defined to include the following:  ,Suction and Discharge flanges ,Pump and its foundation ,Detectors, sensors, and alarms (e.g. bearing temperature and vibration) ,Exclude the motor/pump coupling . Exclude the Packing Flush Water Injection System, if present","{'Bearing Vibration Probes', 'Lubrication - Grease', 'Seal - Fixed Breakdown Bushing, if present', 'Seal - Packing', 'Shaft', 'Bearing Seals - contact type', 'Bearing Temperature Probes', 'Wear Rings and Surfaces', 'Discharge and Suction Flanges', 'Pump Casing and Closure', 'Diffusers, Volutes & Channel Rings', 'Impeller', 'Connections & Piping', 'Pump Casing', 'Pump Base Plate and Foundation', 'Bearings - rolling element (radial and thrust)', 'Gaskets & O-Rings'}",Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Rolling Element Bearings_Grease Lubed,"  ,suction and discharge flanges ,pump and its foundation ,detectors, sensors, and alarms (e.g. bearing temperature and vibration) ,exclude the motor/pump coupling . exclude the packing flush water injection system, if present","Here is a summary of the failure locations for the given asset:

* Bearing Seals - contact type
* Lubrication - Grease
* Impeller
* Seal - Packing
* Pump Casing and Closure
* Seal - Fixed Breakdown Bushing, if present
* Diffusers, Volutes & Channel Rings
* Bearing Temperature Probes
* Discharge and Suction Flanges
* Connections & Piping
* Pump Base Plate and Foundation
* Pump Casing
* Bearing Vibration Probes
* Bearings - rolling element (radial and thrust)
* Wear Rings and Surfaces
* Gaskets & O-Rings
* Shaft"
406,PMP_HORZ_3H_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Rolling Element_Sleeve Bearings_Oil Lubed,"The equipment Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Rolling Element_Sleeve Bearings_Oil Lubed, is categorized as Rotating Asset and has the following boundary: The boundary of a single stage double suction horizontal pump with an axially split case, packing type seals, and oil lubricated rolling element and sleeve bearings is defined to include the following:  ,Suction and Discharge flanges ,Gear drive oil pump and auxiliary oil pump ,Lube oil cooling heat exchanger ,Pump and its foundation - Lube oil tank ,Detectors, sensors, and alarms (e.g. bearing temperature and vibration, lube oil pressure switch) ,Exclude the motor/pump coupling ,Exclude the External Lubrication system, if present . Exclude the Packing Flush Water Injection System, if present","{'Bearing Oil Slinger Ring', 'Bearings - rolling element', 'Lube Oil Cooling Heat Exchanger', 'Shaft', 'Wear Rings and surfaces', 'Impeller', 'Connections & Piping', 'Bearing Vibration Probes', 'Seal - Packing', 'Breather Caps & Sight Glass Vents', 'Lube Oil', 'Discharge and Suction Flanges', 'Gaskets & O-Rings', 'Pump Casing and Closure', 'Bearings - sleeve', 'Lube Oil System (self-contained)', 'Pump Base Plate and Foundation', 'Seal - Fixed Breakdown Bushing, if present', 'Lube Oil Bearing Metering Orifice', 'Bearing Temperature Probes', 'Bearing Seals - Labyrinth', 'Automatic Oilers, if present', 'Diffusers, Volutes & Channel Rings', 'Pump Casing'}",Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Rolling Element_Sleeve Bearings_Oil Lubed,"  ,suction and discharge flanges ,gear drive oil pump and auxiliary oil pump ,lube oil cooling heat exchanger ,pump and its foundation - lube oil tank ,detectors, sensors, and alarms (e.g. bearing temperature and vibration, lube oil pressure switch) ,exclude the motor/pump coupling ,exclude the external lubrication system, if present . exclude the packing flush water injection system, if present","Sure! Here is a summary of the failure locations for the provided industrial asset:

* Lube Oil System (self-contained)
* Wear Rings and surfaces
* Bearing Seals - Labyrinth
* Automatic Oilers (if present)
* Impeller
* Seal - Packing
* Pump Casing and Closure
* Bearing Oil Slinger Ring
* Diffusers, Volutes & Channel Rings
* Breather Caps & Sight Glass Vents
* Discharge and Suction Flanges
* Bearing Temperature Probes
* Connections & Piping
* Pump Base Plate and Foundation
* Bearings - sleeve
* Lube Oil
* Lube Oil Cooling Heat Exchanger
* Bearings - rolling element
* Pump Casing
* Bearing Vibration Probes
* Lube Oil Bearing Metering Orifice
* Seal - Fixed Breakdown Bushing (if present)
* Gaskets & O-Rings
* Shaft"
407,PMP_HORZ_4A_V0,Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Mechanical Seal - Rolling Element Bearings - Oil Lubed,"The equipment Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Mechanical Seal - Rolling Element Bearings - Oil Lubed, is categorized as Rotating Asset and has the following boundary: The boundary of a single stage, single suction horizontal pump of volute casing design with a mechanical seal and oil lubricated rolling element bearings for the purpose of this database is defined to include the following:  - Pump and its casing - Suction and discharge flanges - Mechanical seal - Rolling element bearings - Integral bearing cooler, if present - Pump foundation  - Detectors, sensors, and alarms (e.g. bearing temperature and vibration)  The following are excluded: ,Motor/pump coupling . External lube oil system, if present . Seal water injection system, if present . External bearing cooling water system, if present","{'Stuffing or Seal Box', 'Breather Caps & Sight Glass Vents', 'Lube Oil', 'Integral Bearing Cooler, if present', 'Wear Ring, if closed impeller', 'Automatic Oilers', ""Bearing Temperature RTD's, if present"", 'Bearing Seals - Labyrinth and/or Lip', 'Discharge and Suction Flanges', 'Seal - Mechanical', 'Shaft', 'Impeller', 'Connections & Piping', 'Pump Casing', 'Pump Base Plate and Foundation', 'Bearing Vibration Probes, if present', 'Bearings - Rolling Element (radial and thrust)', 'Gaskets & O-Rings'}",Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Mechanical Seal - Rolling Element Bearings - Oil Lubed,"  - pump and its casing - suction and discharge flanges - mechanical seal - rolling element bearings - integral bearing cooler, if present - pump foundation  - detectors, sensors, and alarms (e.g. bearing temperature and vibration)  the following are","Here is a summary of the failure locations for the provided industrial asset:

* Wear Ring
* Integral Bearing Cooler
* Impeller
* Bearing Seals (Labyrinth and/or Lip)
* Breather Caps & Sight Glass Vents
* Discharge and Suction Flanges
* Connections & Piping
* Pump Base Plate and Foundation
* Lube Oil
* Bearings (Rolling Element - Radial and Thrust)
* Automatic Oilers
* Bearing Temperature RTDs
* Stuffing or Seal Box
* Seal - Mechanical
* Pump Casing
* Bearing Vibration Probes
* Gaskets & O-Rings
* Shaft"
408,PMP_HORZ_4B_V0,Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Mechanical Seal - Rolling Element Bearings - Grease Lubed,"The equipment Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Mechanical Seal - Rolling Element Bearings - Grease Lubed, is categorized as Rotating Asset and has the following boundary: The boundary of a single stage, single suction horizontal pump of volute casing design with a mechanical seal and grease lubricated rolling element bearings for the purpose of this database is defined to include the following:  - Pump and its casing - Suction and discharge flanges - Mechanical seal - Rolling element bearings - Pump foundation  - Detectors, sensors, and alarms (e.g. bearing temperature and vibration)  The following are excluded: ,Motor/pump coupling . Seal water injection system, if present","{'Lubrication - Grease', 'Stuffing or Seal Box', 'Breather Caps & Sight Glass Vents', 'Wear Ring, if closed impeller', 'Bearing Seals - Lip', 'Discharge and Suction Flanges', ""Bearing Temperature RTD's, if present"", 'Seal - Mechanical', 'Shaft', 'Impeller', 'Connections & Piping', 'Pump Casing', 'Pump Base Plate and Foundation', 'Bearing Vibration Probes, if present', 'Bearings - Rolling Element (radial and thrust)', 'Gaskets & O-Rings'}",Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Mechanical Seal - Rolling Element Bearings - Grease Lubed,"  - pump and its casing - suction and discharge flanges - mechanical seal - rolling element bearings - pump foundation  - detectors, sensors, and alarms (e.g. bearing temperature and vibration)  the following are","Here is a summary of the failure locations for the provided industrial asset:

* Wear Ring
* Lubrication - Grease
* Bearing Seals - Lip
* Impeller
* Breather Caps & Sight Glass Vents
* Discharge and Suction Flanges
* Connections & Piping
* Pump Base Plate and Foundation
* Bearings - Rolling Element (radial and thrust)
* Bearing Temperature RTDs
* Stuffing or Seal Box
* Seal - Mechanical
* Pump Casing
* Bearing Vibration Probes
* Gaskets & O-Rings
* Shaft"
409,PMP_HORZ_4C_V0,Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Packing Seal - Rolling Element Bearings - Oil Lubed,"The equipment Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Packing Seal - Rolling Element Bearings - Oil Lubed, is categorized as Rotating Asset and has the following boundary: The boundary of a single stage, single suction horizontal pump of volute casing design with a packing type seal and oil lubricated rolling element bearings for the purpose of this database is defined to include the following:  - Pump and its casing - Suction and discharge flanges - Packing seal - Rolling element bearings - Integral bearing cooler, if present - Pump foundation  - Detectors, sensors, and alarms (e.g. bearing temperature and vibration)  The following are excluded: ,Motor/pump coupling . External lube oil system, if present . Packing seal water injection system, if present . External bearing cooling water system, if present","{'Stuffing or Seal Box', 'Seal - Packing', 'Breather Caps & Sight Glass Vents', 'Lube Oil', 'Integral Bearing Cooler, if present', 'Wear Ring, if closed impeller', 'Automatic Oilers', ""Bearing Temperature RTD's, if present"", 'Bearing Seals - Labyrinth and/or Lip', 'Discharge and Suction Flanges', 'Shaft', 'Impeller', 'Connections & Piping', 'Pump Casing', 'Pump Base Plate and Foundation', 'Bearing Vibration Probes, if present', 'Bearings - Rolling Element (radial and thrust)', 'Gaskets & O-Rings'}",Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Packing Seal - Rolling Element Bearings - Oil Lubed,"  - pump and its casing - suction and discharge flanges - packing seal - rolling element bearings - integral bearing cooler, if present - pump foundation  - detectors, sensors, and alarms (e.g. bearing temperature and vibration)  the following are","Sure! Here is a summary of the failure locations for the provided industrial asset:

* Wear Ring
* Integral Bearing Cooler
* Impeller
* Seal - Packing
* Bearing Seals - Labyrinth and/or Lip
* Breather Caps & Sight Glass Vents
* Discharge and Suction Flanges
* Connections & Piping
* Pump Base Plate and Foundation
* Lube Oil
* Bearings - Rolling Element (radial and thrust)
* Automatic Oilers
* ""Bearing Temperature RTDs, if present""
* Stuffing or Seal Box
* Bearing Vibration Probes, if present
* Pump Casing
* Gaskets & O-Rings
* Shaft"
410,PMP_HORZ_5A_V0,Pump - Horizontal - Single Stage - Single Suction - FGD Absorber Recycle - Elastomeric Liner,"The equipment Pump - Horizontal - Single Stage - Single Suction - FGD Absorber Recycle - Elastomeric Liner, is categorized as Rotating Asset and has the following boundary: The boundary of a FGD Absorber Recycle horizontal pump with elastomeric type liners for the purpose of this database is defined to include the following:  ,Suction and discharge flanges, including suction maintenance flange ,Internal bearing cooler, if present ,Pump and its foundation ,Detectors, sensors, and alarms (e.g. bearing temperature and vibration) . Pump Liner - elastomeric type, e.g. rubber or urethane . Adjustable impeller . Mechanical seals  ,Exclude the motor/pump coupling . Exclude External Lube Oil system, if present . Exclude the Seal Water Injection System, if present . Exclude the External Bearing Cooling System, if present","{'Wear Ring(s), if present', 'Discharge and Suction Flanges - Metal Flange Rings', 'Pump Liner', 'Internal Bearing Cooler, if present', 'Impeller', 'Bearings - Antifriction (radial and thrust)', 'Breather Caps & Sight Glass Vents', 'Lube Oil', 'Discharge and Suction Flanges', 'Pump Liner (Elastomeric, e.g. rubber or urethane)', 'Gaskets & O-Rings', 'Pump Casing', 'Bearing Housing', 'Pump Base Plate and Foundation', 'Sensors - Bearing Temperature', 'Bearing Seals - Labyrinth and/or Lip', 'Seal - Mechanical', 'Shaft', 'Sensors - Vibration'}",Pump - Horizontal - Single Stage - Single Suction - FGD Absorber Recycle - Elastomeric Liner,"  ,suction and discharge flanges, including suction maintenance flange ,internal bearing cooler, if present ,pump and its foundation ,detectors, sensors, and alarms (e.g. bearing temperature and vibration) . pump liner - elastomeric type, e.g. rubber or urethane . adjustable impeller . mechanical seals  ,exclude the motor/pump coupling . exclude external lube oil system, if present . exclude the seal water injection system, if present . exclude the external bearing cooling system, if present","Pump Liner (Elastomeric, e.g. rubber or urethane)
Bearings - Antifriction (radial and thrust)
Impeller
Bearing Seals - Labyrinth and/or Lip
Internal Bearing Cooler (if present)
Bearing Housing
Sensors - Vibration
Breather Caps & Sight Glass Vents
Discharge and Suction Flanges
Discharge and Suction Flanges - Metal Flange Rings
Pump Base Plate and Foundation
Wear Ring(s) (if present)
Sensors - Bearing Temperature
Seal - Mechanical
Pump Casing
Gaskets & O-Rings
Shaft"
411,PMP_HORZ_5B_V0,Pump - Horizontal - Single Stage - Single Suction - Slurry or FGD Absorber Recycle - Metallic Liner,"The equipment Pump - Horizontal - Single Stage - Single Suction - Slurry or FGD Absorber Recycle - Metallic Liner, is categorized as Rotating Asset and has the following boundary: The boundary of a Slurry or FGD Absorber Recycle type horizontal pump with metallic (HC34 alloy or similar) liners for the purpose of this database is defined to include the following:  ,Suction and discharge flanges, including suction maintenance flange ,Internal bearing cooler, if present ,Pump and its foundation ,Detectors, sensors, and alarms (e.g. bearing temperature and vibration) . Pump Liner - alloy HC34 or similar . Adjustable impeller . Mechanical seals  ,Exclude the motor/pump coupling . Exclude External Lube Oil system, if present . Exclude the Seal Water Injection System, if present . Exclude the External Bearing Cooling System, if present","{'Wear Ring(s), if present', 'Bearings - Antifriction (radial and thrust)', 'Breather Caps & Sight Glass Vents', 'Pump Liner (Metallic, e.g. HC34 alloy or similar)', 'Discharge and Suction Flanges - Metal Flange Rings', 'Lube Oil', 'Shaft', 'Discharge and Suction Flanges', 'Bearing Seals - Labyrinth and/or Lip', 'Seal - Mechanical', 'Sensors - Bearing Temperature', 'Sensors - Vibration', 'Bearing Housing', 'Internal Bearing Cooler, if present', 'Impeller', 'Pump Casing', 'Pump Base Plate and Foundation', 'Gaskets & O-Rings'}",Pump - Horizontal - Single Stage - Single Suction - Slurry or FGD Absorber Recycle - Metallic Liner,"  ,suction and discharge flanges, including suction maintenance flange ,internal bearing cooler, if present ,pump and its foundation ,detectors, sensors, and alarms (e.g. bearing temperature and vibration) . pump liner - alloy hc34 or similar . adjustable impeller . mechanical seals  ,exclude the motor/pump coupling . exclude external lube oil system, if present . exclude the seal water injection system, if present . exclude the external bearing cooling system, if present","Here is a summary of the failure locations for the provided industrial asset:

* Bearings - Antifriction (radial and thrust)
* Impeller
* Bearing Seals - Labyrinth and/or Lip
* Internal Bearing Cooler (if present)
* Bearing Housing
* Sensors - Vibration
* Breather Caps & Sight Glass Vents
* Discharge and Suction Flanges
* Discharge and Suction Flanges - Metal Flange Rings
* Pump Liner (Metallic, e.g. HC34 alloy or similar)
* Lube Oil
* Wear Ring(s) (if present)
* Sensors - Bearing Temperature
* Pump Base Plate and Foundation
* Seal - Mechanical
* Pump Casing
* Gaskets & O-Rings
* Shaft"
412,PMP_HORZ_5C_V0,Pump - Horizontal - Single Stage - Single Suction - Slurry or FGD Absorber Recycle - Ceramic Liner,"The equipment Pump - Horizontal - Single Stage - Single Suction - Slurry or FGD Absorber Recycle - Ceramic Liner, is categorized as Rotating Asset and has the following boundary: The boundary of a Slurry or FGD Absorber Recycle type horizontal pump with ceramic (Silicon Nitride Bonded Silicon Carbide) liner for the purpose of this database is defined to include the following:  ,Suction and discharge flanges, including suction maintenance flange ,Internal bearing cooler, if present ,Pump and its foundation ,Detectors, sensors, and alarms (e.g. bearing temperature and vibration) . Pump Liner - ceramic (Silicon Nitride Bonded Silicon Carbide) . Adjustable impeller . Mechanical seals  ,Exclude the motor/pump coupling . Exclude External Lube Oil system, if present . Exclude the Seal Water Injection System, if present . Exclude the External Bearing Cooling System, if present","{'Wear Ring(s), if present', 'Bearings - Antifriction (radial and thrust)', 'Breather Caps & Sight Glass Vents', 'Discharge and Suction Flanges - Metal Flange Rings', 'Lube Oil', 'Shaft', 'Discharge and Suction Flanges', 'Bearing Seals - Labyrinth and/or Lip', 'Pump Liner (Ceramic, e.g. Silicon Nitride Bonded Silicon Carbide or similar)', 'Seal - Mechanical', 'Sensors - Bearing Temperature', 'Sensors - Vibration', 'Bearing Housing', 'Internal Bearing Cooler, if present', 'Impeller', 'Pump Casing', 'Pump Base Plate and Foundation', 'Gaskets & O-Rings'}",Pump - Horizontal - Single Stage - Single Suction - Slurry or FGD Absorber Recycle - Ceramic Liner,"  ,suction and discharge flanges, including suction maintenance flange ,internal bearing cooler, if present ,pump and its foundation ,detectors, sensors, and alarms (e.g. bearing temperature and vibration) . pump liner - ceramic (silicon nitride bonded silicon carbide) . adjustable impeller . mechanical seals  ,exclude the motor/pump coupling . exclude external lube oil system, if present . exclude the seal water injection system, if present . exclude the external bearing cooling system, if present","Here is a summary of the failure locations for the provided industrial asset:

* Bearings - Antifriction (radial and thrust)
* Impeller
* Pump Liner (Ceramic, e.g. Silicon Nitride Bonded Silicon Carbide or similar)
* Bearing Seals - Labyrinth and/or Lip
* Internal Bearing Cooler (if present)
* Bearing Housing
* Sensors - Vibration
* Breather Caps & Sight Glass Vents
* Discharge and Suction Flanges
* Discharge and Suction Flanges - Metal Flange Rings
* Pump Base Plate and Foundation
* Lube Oil
* Wear Ring(s) (if present)
* Sensors - Bearing Temperature
* Seal - Mechanical
* Pump Casing
* Gaskets & O-Rings
* Shaft"
413,PMP_HORZ_6A_V0,Pump - Horizontal - Single Stage - Single Suction - Close Couple End Suction Type - Mechanical Seal,"The equipment Pump - Horizontal - Single Stage - Single Suction - Close Couple End Suction Type - Mechanical Seal, is categorized as Rotating Asset and has the following boundary: The boundary of a single stage, single suction horizontal pump of close couple end suction design with a mechanical seal for the purpose of this database is defined to include the following:  - Pump and its casing - Suction and discharge flanges - Mechanical seal  The following are excluded: ,Motor . External lube oil system, if present . Seal water injection system, if present","{'Stuffing or Seal Box', 'Wear Ring, if closed impeller', 'Discharge and Suction Flanges', 'Seal - Mechanical', 'Coupler - Motor-Pump, if present', 'Shaft', 'Impeller', 'Connections & Piping', 'Pump Casing', 'Gaskets & O-Rings'}",Pump - Horizontal - Single Stage - Single Suction - Close Couple End Suction Type - Mechanical Seal,  - pump and its casing - suction and discharge flanges - mechanical seal  the following are,"Sure! Here is a summary of the failure locations for the provided industrial asset:

* Discharge Flanges
* Suction Flanges
* Wear Ring (if closed impeller)
* Connections & Piping
* Coupler - Motor-Pump (if present)
* Impeller
* Stuffing or Seal Box
* Seal - Mechanical
* Pump Casing
* Gaskets & O-Rings
* Shaft"
414,PMP_PD_1,Pump - Positive Displacement,"The equipment Pump - Positive Displacement, is categorized as Rotating Asset and has the following boundary: The following list of equipment was utilized by the expert panel to describe the typical boundary of a positive displacement pump.  ,Pump, power end and fluid cylinder ,Suction Stabilizer ,Discharge Dampener ,Pump gear reducer ,Oil cooler heat exchanger ,Oil filters, if present ,Packing coolant/lubrication piping and supply tank  Exclude the pump coupling and driver.","{'Pinion Shaft and Bearing', 'Crosshead to Stub Fit', 'Valve (disk or wing guided)', 'Oil Pump with Drive Chain and Sprockets (Pressure Lube System)', 'Oil Filter, if present', 'Gaskets and O-rings (Power End Assembly)', 'Valve Springs', 'Gear Driven Oil Pump (external type)', 'Main / Bull Gear and Pinion (Gear Reducer)', 'Valve Seats', 'Stuffing Box', 'Crosshead Pin and Bearing', 'Main Crankshaft Bearings and Connecting Rod Bearings', 'Packing Cooling', 'Crosshead Stub', 'Thrust Bearing', 'Oil Heat Exchanger', 'Crosshead', 'Gaskets and O-rings (Fluid Cylinder Assembly)', 'Fluid Cylinder', 'Valve (guided type)', 'Packing', 'Crankshaft', 'Suction Stabilizer and Discharge Dampener (bladder type)', 'Oil Seals', 'Crankcase Breather'}",Pump - Positive Displacement,"the following list of equipment was utilized by the expert panel to describe the typical boundary of a positive displacement pump.  ,pump, power end and fluid cylinder ,suction stabilizer ,discharge dampener ,pump gear reducer ,oil cooler heat exchanger ,oil filters, if present ,packing coolant/lubrication piping and supply tank  exclude the pump coupling and driver.","Main Crankshaft Bearings
Connecting Rod Bearings
Gaskets and O-rings (Fluid Cylinder Assembly)
Oil Seals
Valve (disk or wing guided)
Oil Pump with Drive Chain and Sprockets (Pressure Lube System)
Oil Filter
Valve Springs
Gear Driven Oil Pump (external type)
Pinion Shaft and Bearing
Valve Seats
Crosshead to Stub Fit
Fluid Cylinder
Valve (guided type)
Oil Heat Exchanger
Thrust Bearing
Crosshead Stub
Packing
Main / Bull Gear and Pinion (Gear Reducer)
Suction Stabilizer and Discharge Dampener (bladder type)
Gaskets and O-rings (Power End Assembly)
Stuffing Box
Packing Cooling
Crosshead
Crankcase Breather
Crosshead Pin and Bearing
Crankshaft"
415,PMP_PD_2_V0,Pump - Positive Displacement - Charging Pump,"The equipment Pump - Positive Displacement - Charging Pump, is categorized as Rotating Asset and has the following boundary: The following list describes the typical boundary of a positive displacement pump, whose design allows pumping against very high pressures, such as Charging Pumps in Pressurized Water Reactors: - Pump, i.e. power end and fluid cylinder - Suction Stabilizer - Discharge Dampener - Pump gear reducer - Gear type coupling (between gear reducer and pump) - Oil filters - Packing coolant piping and supply tank - Gear type oil pump - Oil reservoir  Exclude the motor-gear reducer coupling, and motor driver.","{'Baffle Seal Packing (oil side)', 'Crankcase Sight Glass', 'Gear Reducer - Bearings - Rolling Element (radial and thrust)', 'Seal Lube Water Flow Meter', 'Seal Lube Pump and Motor', 'Gear Reducer - Shafts', 'Crankshaft Oil Seals', 'Gauges', 'Discharge Dampener (bladder type)', 'Gear Driven Oil Pump (external type)', 'Suction Stabilizer (bladder type)', 'Seal Lube Tank Sight Glass', 'Crankshaft Bearings and Connecting Rod Bearings', 'Crankcase Oil Sump', 'Gear Reducer - Casing', 'Gear Reducer - Oil Breather', 'Geared Coupling Fasteners', 'Geared Coupling Grease', 'Packing Cooling (Secondary water side)', 'Seal Lube Water Pressure Control Valve', 'Crankcase Thrust Washer', 'Plunger', 'Seal Lube Water Pressure Switches', 'Crosshead', 'Seal Lube Tank Level Indicator', 'Crosshead Guide', 'Connecting Rod', 'Geared Coupling Sleeve Mating Gasket', 'Suction and Discharge Valves', 'Crankshaft', 'Gear Reducer - Main, Bull and Pinion Gears', 'Oil Filter', 'Suction Stabilizer and Discharge Dampener (bladder type)', 'Crankcase Oil Pressure Switches', 'Fasteners (bolting, set screws, studs)', 'Gaskets and O-rings', 'Gear Reducer - Oil', 'Geared Coupling Gear Teeth', 'Seal Lube Tank', 'Tubing', 'Baffle Seal Stuffing Reducer (oil side)', 'Crankcase Oil Pressure Relief Valve', 'Geared Coupling Sleeve Gasket or O-ring', 'Gear Reducer - Shaft Oil Seals', 'Crankcase Oil', 'Gear Reducer - Gaskets', 'Seal Lube Water Fill SOV', 'Packing (Primary and Secondary water side)', 'Crankcase Breather', 'Pump Block'}",Pump - Positive Displacement - Charging Pump," - pump, i.e. power end and fluid cylinder - suction stabilizer - discharge dampener - pump gear reducer - gear type coupling (between gear reducer and pump) - oil filters - packing coolant piping and supply tank - gear type oil pump - oil reservoir  exclude the motor-gear reducer coupling, and motor driver.","Here is a summary of the failure locations for the given asset:

1. Geared Coupling Sleeve Gasket or O-ring
2. Packing Cooling (Secondary water side)
3. Seal Lube Water Pressure Switches
4. Gear Reducer - Gaskets
5. Gear Driven Oil Pump (external type)
6. Geared Coupling Sleeve Mating Gasket
7. Gear Reducer - Shafts
8. Packing (Primary and Secondary water side)
9. Geared Coupling Gear Teeth
10. Crankcase Sight Glass
11. Seal Lube Water Pressure Control Valve
12. Fasteners (bolting, set screws, studs)
13. Tubing
14. Gear Reducer - Oil
15. Plunger
16. Pump Block
17. Gear Reducer - Oil Breather
18. Crankcase Oil Pressure Relief Valve
19. Seal Lube Water Flow Meter
20. Geared Coupling Fasteners
21. Crankshaft Oil Seals
22. Crankcase Breather
23. Gauges
24. Geared Coupling Grease
25. Crankcase Oil Sump
26. Crankshaft Bearings and Connecting Rod Bearings
27. Crankcase Oil
28. Gear Reducer - Main
29. Bull and Pinion Gears
30. Seal Lube Water Fill SOV
31. Crosshead Guide
32. Seal Lube Tank Sight Glass
33. Crankcase Thrust Washer
34. Suction and Discharge Valves
35. Suction Stabilizer (bladder type)
36. Gear Reducer - Shaft Oil Seals
37. Connecting Rod
38. Crankcase Oil Pressure Switches
39. Seal Lube Tank
40. Baffle Seal Packing (oil side)
41. Gear Reducer - Bearings - Rolling Element (radial and thrust)
42. Discharge Dampener (bladder type)
43. Oil Filter
44. Gaskets and O-rings
45. Baffle Seal Stuffing Reducer (oil side)
46. Seal Lube Pump and Motor
47. Crosshead
48. Suction Stabilizer and Discharge Dampener (bladder type)
49. Seal Lube Tank Level Indicator
50. Gear Reducer - Casing
51. Crankshaft

Note that some of the failure locations are components or parts of the asset, while others are specific locations or areas where failure can occur."
416,PMP_PDCI_2,Pump - Chemical Injection - Small Positive Displacement Type,"The equipment Pump - Chemical Injection - Small Positive Displacement Type, is categorized as Rotating Asset and has the following boundary: The boundary of the Chemical Injection - Small Positive Displacement Type (self-contained) is defined to include the following:  - Pump and Motor combination - Electrical connections, maybe an electrical cord and plug - Tubing, if present","{'Wiring', 'Pump & Motor', 'Wiring Connectors and Connections', 'Tubing', 'Electrical Power Cord and Plug, if present'}",Pump - Chemical Injection - Small Positive Displacement Type,"  - pump and motor combination - electrical connections, maybe an electrical cord and plug - tubing, if present","Sure, here is a summary of the failure locations for the provided industrial asset:

* Tubing
* Wiring Connectors and Connections
* Electrical Power Cord and Plug
* Pump & Motor
* Wiring

I hope this helps! Let me know if you have any other questions. 

Also, I'll be happy to help if you have any other assets you'd like me to summarize. 

Have a great day!"
