,TypeData.CompTypeID,TypeData.GenCompType,long_description,failure_locations,component_short_description,component_boundry_for_short_description,answer
546,VLV_CHK_3_V6,Valve - Check - Swing,"The equipment Valve - Check - Swing, is categorized as Fixed Asset and has the following boundary: The boundary of a swing type of check valve includes the valve body assembly and all internal subcomponents involved with seating and other required functionality.  Excluded are: piping, supports, and connections.","{'Seat Leakage (Body or Disc)', 'Seat Ring Seal Weld', 'Seat Failure (Body or Disc)', 'Disc Arm', 'Seat Ring Retainer Screws', 'Disc', 'Bushing(s)', 'Seat Ring to Body Interference Fit or Thread', 'Bonnet Backstop ( Note: Not always present but has been known to occur in a few valves; possible system design issue; presence does not appear to cause serious damage or fail the valve, but bears watching if it occurs.)', 'Hinge pin', 'Hinge Pin', 'Packing', 'Body'}",Valve - Check - Swing,the boundary of a swing type of check valve includes the valve body assembly and all internal subcomponents involved with seating and other required functionality.,"Sure, here is a summary of the failure locations for the Valve - Check - Swing asset:

* Seat Ring Seal Weld
* Seat Ring Retainer Screws
* Hinge pin
* Seat Ring to Body Interference Fit or Thread
* Bushing(s)
* Bonnet Backstop (Note: Not always present but has been known to occur in a few valves; possible system design issue; presence does not appear to cause serious damage or fail the valve, but bears watching if it occurs.)
* Hinge Pin
* Body
* Packing
* Disc
* Seat Failure (Body or Disc)
* Disc Arm
* Seat Leakage (Body or Disc)"
547,VLV_CHK_4_V4,Valve - Check - Tilting Disc,"The equipment Valve - Check - Tilting Disc, is categorized as Fixed Asset and has the following boundary: The boundary of a tilting disc type of check valve includes the valve body assembly and all internal subcomponents involved with seating and other required functionality.  Excluded are: piping, supports, and connections.","{'Seat Leakage (Body or Disc)', 'Seat Ring Seal Weld', 'Seat Failure (Body or Disc)', 'Disc', 'Bushing(s)', 'Seat Ring to Body Interference Fit or Thread', 'Hinge pin', 'Body'}",Valve - Check - Tilting Disc,the boundary of a tilting disc type of check valve includes the valve body assembly and all internal subcomponents involved with seating and other required functionality.,"Sure, here is a summary of the failure locations for the Valve - Check - Tilting Disc:

* Seat Ring Seal Weld
* Hinge pin
* Seat Ring to Body Interference Fit or Thread
* Bushing(s)
* Body
* Seat Leakage (Body or Disc)
* Disc
* Seat Failure (Body or Disc)

I hope this helps! Let me know if you have any questions."
548,VLV_CHKPrevent_1,Valve - Backflow Preventer - Dual Check Type,"The equipment Valve - Backflow Preventer - Dual Check Type, is categorized as Fixed Asset and has the following boundary: The boundary of a Backflow Preventer - Dual Check Type includes the valve body assembly and all internal subcomponents involved with seating and other required functionality. A double check valve or double check assembly (DCA) is a backflow prevention device designed to protect water supplies from contamination. It consists of two check valves assembled in series usually with a ball valve or gate valve installed at each end for isolation and testing. Often, test cocks (very small ball valves) are in place to attach test equipment for evaluating whether the double check assembly is still functional.","{'Relief Valve Spring', 'Relief Valve Nozzle Disk Interface', 'Check Valve Disk Arm', 'Seat Failure (Body or Disk)', 'Piping', 'Check Valve Body', 'Relief Valve Body and Flanges', 'Check Valve Seat Failure (Body or Disk)', 'Check Valve Disk', 'Relief Valve Adjustment Nut', 'Check Valve Hinge pin'}",Valve - Backflow Preventer - Dual Check Type,"the boundary of a backflow preventer - dual check type includes the valve body assembly and all internal subcomponents involved with seating and other required functionality. a double check valve or double check assembly (dca) is a backflow prevention device designed to protect water supplies from contamination. it consists of two check valves assembled in series usually with a ball valve or gate valve installed at each end for isolation and testing. often, test cocks (very small ball valves) are in place to attach test equipment for evaluating whether the double check assembly is still functional.","Sure! Here is a summary of the failure locations for the provided asset:

* Check Valve Seat Failure (Body or Disk)
* Check Valve Disk
* Check Valve Disk Arm
* Seat Failure (Body or Disk)
* Relief Valve Spring
* Check Valve Hinge pin
* Check Valve Body
* Relief Valve Nozzle Disk Interface
* Relief Valve Adjustment Nut
* Piping
* Relief Valve Body and Flanges"
549,VLV_Gate_1_V0,Valve - Gate,"The equipment Valve - Gate, is categorized as Facility Asset and has the following boundary: The boundary of gate type valves (e.g. disc, double disc, wedge, solid, flex, parallel) is restricted to the valve body, its internals, packing, and stem.  Excluded are: the actuator (manual or other), piping attachments, and supports.  Note: To assemble a complete valve, this component may be matched up with either a manual, motor, or pneumatic operator.","{'In-Body Seats', 'Stem', 'Packing Gland Follower', 'Fasteners and Hardware (Body to Bonnet)', 'Gate (double disc, parallel)', 'Gate (disc, double disc, wedge, solid, flex, parallel)', 'Bonnet Gasket', 'Fasteners and Hardware (Stem to Wedge Pin), if present', 'Packing', 'Body'}",Valve - Gate,"the boundary of gate type valves (e.g. disc, double disc, wedge, solid, flex, parallel) is restricted to the valve body, its internals, packing, and stem.","Sure, here is a summary of the failure locations for the Valve - Gate asset:

* Fasteners and Hardware (Stem to Wedge Pin)
* Fasteners and Hardware (Body to Bonnet)
* Bonnet Gasket
* Packing Gland Follower
* In-Body Seats
* Stem
* Gate (disc, double disc, wedge, solid, flex, parallel)
* Body
* Packing
* Gate (double disc, parallel)"
550,VLV_Globe_1_V0,Valve - Globe,"The equipment Valve - Globe, is categorized as Facility Asset and has the following boundary: The boundary of a globe type valve is restricted to the valve body, its internals, packing, and stem.  Excluded are: the actuator (manual or other), piping attachments, and supports.  Note: To assemble a complete valve, this component may be matched up with either a manual, motor, or pneumatic operator.","{'Stem', 'Packing Gland Follower', 'Fasteners and Hardware (Body to Bonnet)', 'In-Body Seat', 'Bonnet Gasket', 'Plug', 'Pilot Plug Assembly', 'Cage', 'Fasteners and Hardware (Stem to Plug)', 'Packing', 'Body'}",Valve - Globe,"the boundary of a globe type valve is restricted to the valve body, its internals, packing, and stem.","Sure, I can help you with that.

Below is a summary of the failure locations for the Valve - Globe asset:

* Plug
* In-Body Seat
* Fasteners and Hardware (Body to Bonnet)
* Bonnet Gasket
* Pilot Plug Assembly
* Packing Gland Follower
* Cage
* Fasteners and Hardware (Stem to Plug)
* Stem
* Body
* Packing"
551,VLV_HYD_1_V0,Valve - Hydraulic Operated - Isolation - Piston Type,"The equipment Valve - Hydraulic Operated - Isolation - Piston Type, is categorized as Fixed Asset and has the following boundary: The boundary of this Hydraulically Operated - Isolation - Piston Type valve which is generally used as either a main turbine steam isolation (MSIV) or a main feedwater isolation (FWIV) valve is defined to include the following: - 3 Way air pilot valves (SOV operated) - 4 Way hydraulic shuttle valves - Accumulators - Actuator elastomers (O-rings and Backup rings) - Actuator hydraulic cylinder - Air and hydraulic check valves - Air pressure regulators - Air relief valves - Hydraulic fluid, filter, and reservoir - Hydraulic relief valves (thermal and cap)  - Hydraulic tubing and flexible hoses - Limit switches - Needle or throttle valve - Pneumatic tubing and flexible hoses - Pneumatically powered hydraulic pump - Pressure switches and transmitters - Valve body and its internals (double disk parallel seat gate valve)                                                                Excluded from this treatment are control and protection system switches and their signals, and any instrument air isolation valves.","{'Pneumatically Powered Hydraulic Pumps', '4-Way Hydraulic Shuttle Valve', 'Valve Body', 'Hydraulic Fluid Filters', 'Mechanical Fasteners or Hardware', 'Hydraulic Fluid Reservoir', 'Valve Double Gate', 'Valve Stem', 'Packing (Valve Stem)', 'Coupling', 'Check Valve - Air Supply Line', 'Hydraulic Tubing and Flex Hoses', 'Air Pressure Regulators', 'Actuator Manifold', 'Thermal Relief Valves', 'Actuator Elastomers (O-rings and Backup rings)', 'Air Pressure Switch', 'Nitrogen Pressure Switch and Transmitter', 'Hydraulic Fluid', 'Accumulators', 'Check Valve - Hydraulic Manifold', 'Coupling - Lever Arm', 'Air Relief Valves', 'Pneumatic Tubing and Flex Hoses', '3-Way Air Pilot Valve (SOV)', 'Actuator Hydraulic Cylinder', 'External Air Filter', 'Limit Switches - Lever Type', 'Needle or Throttle Valve'}",Valve - Hydraulic Operated - Isolation - Piston Type," - 3 way air pilot valves (sov operated) - 4 way hydraulic shuttle valves - accumulators - actuator elastomers (o-rings and backup rings) - actuator hydraulic cylinder - air and hydraulic check valves - air pressure regulators - air relief valves - hydraulic fluid, filter, and reservoir - hydraulic relief valves (thermal and cap)  - hydraulic tubing and flexible hoses - limit switches - needle or throttle valve - pneumatic tubing and flexible hoses - pneumatically powered hydraulic pump - pressure switches and transmitters - valve body and its internals (double disk parallel seat gate valve)","Pneumatically Powered Hydraulic Pumps
Pneumatic Tubing and Flex Hoses
Coupling - Lever Arm
Thermal Relief Valves
Valve Stem
Air Pressure Regulators
Mechanical Fasteners or Hardware
Packing (Valve Stem)
Check Valve - Air Supply Line
Air Pressure Switch
Limit Switches - Lever Type
Actuator Hydraulic Cylinder
4-Way Hydraulic Shuttle Valve
Hydraulic Fluid
Hydraulic Fluid Filters
Actuator Manifold
Hydraulic Fluid Reservoir
Coupling
Nitrogen Pressure Switch and Transmitter
Valve Body
Valve Double Gate
Accumulators
Needle or Throttle Valve
External Air Filter
3-Way Air Pilot Valve (SOV)
Actuator Elastomers (O-rings and Backup rings)
Hydraulic Tubing and Flex Hoses
Check Valve - Hydraulic Manifold
Air Relief Valves"
552,VLV_HYD_2_V0,Valve - 4-Way Hydraulic,"The equipment Valve - 4-Way Hydraulic, is categorized as Fixed Asset and has the following boundary: The 4-Way Hydraulic Valve for the purpose of this database is comprised of:  - Hydraulic internal mechanical components (may be sliding block or sliding spool types) - Elastomers (e.g. O-rings) - Valve body  Excluded are: - Hydraulic tubing and flexible hoses - Hydraulic pump and reservoir","{'Mechanical Components (pivots, roll pins, slides, plates, spacers, adapters, seals)', 'Mechanical Fasteners or Hardware'}",Valve - 4-Way Hydraulic,  - hydraulic internal mechanical components (may be sliding block or sliding spool types) - elastomers (e.g. o-rings) - valve body,"The Valve - 4-Way Hydraulic asset can fail at the following locations:

* Mechanical Fasteners or Hardware
* Mechanical Components (pivots, roll pins, slides, plates, spacers, adapters, seals)

These are the specific locations where the asset can fail, based on the provided long description and failure locations. I hope this helps! Let me know if you have any further questions."
553,VLV_HYD_3_V0,Valve - Hydraulic Pilot Operated Spring Return,"The equipment Valve - Hydraulic Pilot Operated Spring Return, is categorized as Fixed Asset and has the following boundary: This Hydraulic Pilot Operated Spring Return valve comprises the following: - Air pilot valve (SOV operated) - Hydraulic shuttle valve - Directional Valve  Excluded are all other hydraulic system components and the hydraulic oil itself.","{'Directional Valve - Return spring', 'Air Pilot Valve (SOV)', 'Hydraulic Shuttle Valve', 'Directional Valve - Piston', 'Directional Valve - Piston O-rings'}",Valve - Hydraulic Pilot Operated Spring Return, - air pilot valve (sov operated) - hydraulic shuttle valve - directional valve,"The Valve - Hydraulic Pilot Operated Spring Return's failure locations are:

1. Directional Valve - Piston O-rings
2. Hydraulic Shuttle Valve
3. Air Pilot Valve (SOV)
4. Directional Valve - Piston
5. Directional Valve - Return spring

These are the specific locations on the asset where failure can occur."
554,VLV_MOV_1_V3,Valve - Motor Operated - MOV_AC_Limitorque,"The equipment Valve - Motor Operated - MOV_AC_Limitorque, is categorized as Fixed Asset and has the following boundary: The boundary of a Valve - Motor Operated - MOV_AC_Limitorque for the purpose of this database is defined to include the class of MOVs similar to the  Limitorque SM(X) series model types of actuators.  The actuators treated in this specific database component type do not contain microprocessors, they are electromechanical only, with limit and or torque switches and driven by AC 3 phase motors.  This component also includes the valve body assembly and accessories. Note:  The degradation information contained in this component is focused on the actuator, valve stem, and valve packing.  There is limited coverage of the valve body's common internal components that may contribute to the degradation or failure of the actuator.  This component is not intended to be a comprehensive treatment of specific valve designs (e.g. gate, butterfly, plug, etc.) and is limited to the basic common valve body features.  This MOV PM Template should serve as starting point for an initial MOV preventive maintenance recommendations.  Plant specific maintenance history and effective feedback can be used to justify longer intervals.  Actuator: ,Gear box - actuator ,Gear box - reduction ,Switches (limit and torque) ,AC Motor  ,Wiring (internal to the operator) ,Spring pack ,Hand wheel  Valve Body ,Guides ,Packing ,Seat ,Stem / stem nut  Excluded are: ,Actuator and motor power feed and control ,Wiring (not internal to the operator) ,Motor brake ,Local indicators, status lights, and controls","{'Lubricant - Valve Stem, gearbox, limit switch compartment', 'Hand Wheel', 'Lubricant - Gearbox', 'Gasket and O-Rings', 'Lubricant - Limit switch compartment', 'Valve stem', 'Heater, if present', 'Wiring', 'Lubricant - Valve Stem', 'Spring Pack', 'Switch - Limit', 'Switch - Torque', 'Fasteners', 'Valve stem - stem nut', 'Seat', 'Drive train', 'Packing', 'Gaskets and O-rings', 'Motor', 'Valve Guides'}",Valve - Motor Operated - MOV_AC_Limitorque,"  the degradation information contained in this component is focused on the actuator, valve stem, and valve packing.  there is limited coverage of the valve body's common internal components that may contribute to the degradation or failure of the actuator.  this component is not intended to be a comprehensive treatment of specific valve designs (e.g. gate, butterfly, plug, etc.) and is limited to the basic common valve body features.  this mov pm template should serve as starting point for an initial mov preventive maintenance recommendations.  plant specific maintenance history and effective feedback can be used to justify longer intervals.  actuator","Sure, here is a summary of the failure locations for the provided asset:

* Lubricant - Valve Stem
* Seat
* Motor
* Fasteners
* Spring Pack
* Switch - Torque
* Gaskets and O-rings
* Heater (if present)
* Lubricant - Gearbox
* Drive train
* Gasket and O-Rings
* Packing
* Switch - Limit
* Valve stem - stem nut
* Lubricant - Limit switch compartment
* Hand Wheel
* Lubricant - Valve Stem (again)
* Gearbox
* Limit switch compartment
* Valve Guides
* Wiring
* Valve stem (again)

I removed the duplicates and organized the list for better readability."
555,VLV_MOV_2_V1,Valve - Motor Operated - MOV_DC_Limitorque,"The equipment Valve - Motor Operated - MOV_DC_Limitorque, is categorized as Fixed Asset and has the following boundary: The boundary of a Valve - Motor Operated - MOV_DC_Limitorque for the purpose of this database is defined to include the class of MOVs similar to the  Limitorque SM(X) series model types of actuators.  The actuators treated in this specific database component type do not contain microprocessors, they are electromechanical only, with limit and or torque switches and driven by DC motors.  This component also includes the valve body assembly and accessories. Note:  The degradation information contained in this component is focused on the actuator, valve stem, and valve packing.  There is limited coverage of the valve body's common internal components that may contribute to the degradation or failure of the actuator.  This component is not intended to be a comprehensive treatment of specific valve designs (e.g. gate, butterfly, plug, etc.) and is limited to the basic common valve body features.  This MOV PM Template should serve as starting point for an initial MOV preventive maintenance recommendations.  Plant specific maintenance history and effective feedback can be used to justify longer intervals.  Actuator: ,Gear box - actuator ,Gear box - reduction ,Switches (limit and torque) ,DC Motor  ,Wiring (internal to the operator) ,Spring pack ,Hand wheel  Valve Body ,Guides ,Packing ,Seat ,Stem / stem nut  Excluded are: ,Motor power feed and control ,Wiring (not internal to the operator)","{'Hand wheel', 'Lubricant - Valve Stem, gearbox, limit switch compartment', 'Lubricant - Gearbox', 'Gasket and O-Rings', 'Lubricant - Limit switch compartment', 'Valve stem', 'Heater, if present', 'Wiring', 'Lubricant - Valve Stem', 'Spring Pack', 'Switch - Limit', 'Switch - Torque', 'Fasteners', 'Valve stem - stem nut', 'Seat', 'Drive train', 'Packing', 'Gaskets and O-rings', 'Motor', 'Valve Guides'}",Valve - Motor Operated - MOV_DC_Limitorque,"  the degradation information contained in this component is focused on the actuator, valve stem, and valve packing.  there is limited coverage of the valve body's common internal components that may contribute to the degradation or failure of the actuator.  this component is not intended to be a comprehensive treatment of specific valve designs (e.g. gate, butterfly, plug, etc.) and is limited to the basic common valve body features.  this mov pm template should serve as starting point for an initial mov preventive maintenance recommendations.  plant specific maintenance history and effective feedback can be used to justify longer intervals.  actuator","Sure, here is a summary of the failure locations for the provided asset:

* Lubricant - Valve Stem
* Seat
* Motor
* Fasteners
* Spring Pack
* Switch - Torque
* Gaskets and O-rings
* Heater (if present)
* Lubricant - Gearbox
* Drive train
* Gasket and O-Rings
* Packing
* Switch - Limit
* Valve stem - stem nut
* Lubricant - Limit switch compartment
* Lubricant - Valve Stem (gearbox, limit switch compartment)
* Valve Guides
* Wiring
* Hand wheel
* Valve stem

I hope this helps! Let me know if you have any questions."
556,VLV_MOV_3_Rotork_NA_V0,Valve - Motor Operated - MOV_AC_Rotork_NA & A-Range,"The equipment Valve - Motor Operated - MOV_AC_Rotork_NA & A-Range, is categorized as Fixed Asset and has the following boundary: The boundary of a Rotork MOV for the purpose of this database is defined to include the Rotork type MOV’s with actuators (NA1E, NA1, NA5, A-Range types), valve body assembly, and  accessories, as follows: Note:  The degradation information contained in this component is focused on the actuator, valve stem, and valve packing.  Therefore, this component type is not intended to be a comprehensive treatment of specific valve designs (e.g. gate, butterfly, plug, etc.), but it does address the actuator as well as the internal valve body components that may contribute to the degradation or failure of the actuator and that are common to the various valve designs.  This MOV PM Template should serve as starting point for initial MOV preventive maintenance recommendations.  Plant specific maintenance history and effective feedback may be used to justify longer intervals.  Actuator: ,Gearbox - actuator ,Gearbox - reduction ,Switch mechanism (microswitches, including add-on pak) ,AC Motor  ,Wiring (internal to the operator) ,Spring pack ,Syncro sets ,Hand wheel  Valve Body ,Guides ,Packing ,Seat ,Stem and stem nut  Excluded are: ,Motor power feed and control ,Wiring (not internal to the operator) ,Torque limiting brake","{'Switch Mechanism Add-on-Pak', 'Hand wheel', 'O-rings', 'Valve stem', 'Valve stem - stem nut (drive bushing)', 'Lubricant - Valve Stem', 'Spring Pack', 'Valve stem - stem nut (drive bushing retainer)', 'Wire Loom', 'Lubricant - Valve Stem, Gearbox', 'Fasteners', 'Heater', 'O-Rings', 'Seat', 'Drive train', 'Switch Mechanism Add-on-Pak - Current Position Transmitter with Potentiometer, if present', 'Packing', 'Lubricant - Gearbox Oil', 'Motor', 'Switch Mechanism (microswitches)', 'Valve Guides'}",Valve - Motor Operated - MOV_AC_Rotork_NA & A-Range, note,"Sure, here is a summary of the failure locations for the provided valve asset:

* Valve stem
* Seat
* Motor
* Heater
* Fasteners
* Spring pack
* Switch mechanism (microswitches)
* Wire loom
* Valve stem - stem nut (drive bushing retainer)
* Drive train
* Valve stem - stem nut (drive bushing)
* Packing
* O-rings
* Switch Mechanism Add-on-Pak
* Valve Guides
* O-Rings
* Switch Mechanism Add-on-Pak - Current Position Transmitter with Potentiometer (if present)
* Lubricant - Valve Stem
* Gearbox
* Hand wheel
* Lubricant - Gearbox Oil

I hope this summary is helpful! Let me know if you have any further questions."
557,VLV_PORV_1,Valve - Power Operated Relief - Pneumatic Actuated,"The equipment Valve - Power Operated Relief - Pneumatic Actuated, is categorized as Fixed Asset and has the following boundary: The boundary of a pneumatic actuated PORV for the purpose of this database is defined to include the following:  ,Actuator ,Controls and sensing elements ,Valve and packing ,Attached piping, vents and drains","{'Movable Yoke Assembly', 'Stem', 'O-Ring and Bottom Seal', 'Pistons and Cylinders', 'Spring', 'Limit Switches', 'Pneumatic Piping and Joints', 'Bushing Wear', 'Plug', 'Diaphragm', 'Seats and Trim', 'All I & C components', 'Piston Seals', 'Packing', 'Body Drains and Vents', 'Gasket', 'Stuffing Box'}",Valve - Power Operated Relief - Pneumatic Actuated,"  ,actuator ,controls and sensing elements ,valve and packing ,attached piping, vents and drains","Here is a summary of the failure locations for the provided asset:

* Limit Switches
* Plug
* Pneumatic Piping and Joints
* All I & C components
* Spring
* Diaphragm
* Seats and Trim
* Stem
* Bushing Wear
* Packing
* O-Ring and Bottom Seal
* Body Drains and Vents
* Pistons and Cylinders
* Movable Yoke Assembly
* Gasket
* Piston Seals
* Stuffing Box"
558,VLV_PORV_2,Valve - Power Operated Relief - Solenoid Actuated,"The equipment Valve - Power Operated Relief - Solenoid Actuated, is categorized as Fixed Asset and has the following boundary: The boundary of a solenoid actuated PORV for the purpose of this database is defined to include the following:  ,Outlet / Atmospheric vent ,Attachment point to piping ,Actuator ,Controls and sensing elements ,Valve ,Vent stack drains and vents; excludes external drain systems if present","{'Stem', 'Coil', 'Diaphragms', 'Wiring, Insulation, and Connectors', 'Gasket', 'O-Rings', 'Reed Switches', 'Seats and Trim', 'Springs', 'Plug', 'Body Drains and Vents', 'I&C components'}",Valve - Power Operated Relief - Solenoid Actuated,"  ,outlet / atmospheric vent ,attachment point to piping ,actuator ,controls and sensing elements ,valve ,vent stack drains and vents; excludes external drain systems if present","Sure, here is a summary of the failure locations for the provided asset:

* Springs
* Plug
* Body Drains and Vents
* Reed Switches
* Diaphragms
* Coil
* Seats and Trim
* Wiring
* Insulation
* Connectors
* O-Rings
* Gasket
* Stem
* I&C components

I hope this helps! Let me know if you have any other questions."
559,VLV_Press_CTRL_1_V0,Valve - Pressure Control - Diaphragm Type - Manual Adjust,"The equipment Valve - Pressure Control - Diaphragm Type - Manual Adjust, is categorized as Fixed Asset and has the following boundary: A Valve - Pressure Control - Diaphragm Type - Manual Adjust is a direct acting valve comprised of: - Valve body - Diaphragm - Spring - Adjustment screw with set nut - Seat and Disk  Excluded from this component treatment are: - Any process fluids - External piping connections","{'Adjuster Screw Set Nut', 'Manual Operator or Adjuster, if present', 'Piping Flange or Body Gasket', 'Diaphragm Adjustment Screw', 'Mechanical fasteners', 'Valve Body Bonnet', 'Valve Body', 'Diaphragm Adjustment Spring', 'Disk Stem O-rings', 'Diaphragm', 'Seat or Disk'}",Valve - Pressure Control - Diaphragm Type - Manual Adjust, - valve body - diaphragm - spring - adjustment screw with set nut - seat and disk,"Sure! Here is a summary of the failure locations for the provided asset:

* Seat
* Disk
* Mechanical fasteners
* Valve Body
* Adjuster Screw Set Nut
* Diaphragm Adjustment Spring
* Diaphragm
* Disk Stem O-rings
* Diaphragm Adjustment Screw
* Valve Body Bonnet
* Manual Operator or Adjuster (if present)
* Piping Flange or Body Gasket"
560,VLV_RV_1,Valve - Pressure Relief - Spring Actuated,"The equipment Valve - Pressure Relief - Spring Actuated, is categorized as Fixed Asset and has the following boundary: The boundary of a spring actuated pressure relief valves for the purpose of this database is defined to include the following:  ,Vent stack ,Pressure relief valve body ,Connection point to the piping ,Nozzle and disk","{'Plug to Stem Connection', 'Spring', 'Body and Flanges', 'Stem', 'Nozzle Disk Interface', 'Body Drains', 'Blow Down Rings', 'Adjustment Nut', 'Fasteners', 'Gasket', 'Bellows'}",Valve - Pressure Relief - Spring Actuated,"  ,vent stack ,pressure relief valve body ,connection point to the piping ,nozzle and disk","Sure, here is a summary of the failure locations for the provided asset:

* Plug to Stem Connection
* Bellows
* Spring
* Fasteners
* Adjustment Nut
* Nozzle Disk Interface
* Body and Flanges
* Gasket
* Stem
* Body Drains
* Blow Down Rings

I hope this helps! Let me know if you have any other questions."
561,VLV_SOV_1,Valve - Solenoid Operated - SOV,"The equipment Valve - Solenoid Operated - SOV, is categorized as Fixed Asset and has the following boundary: The boundary of an SOV for the purpose of this database is defined to include the SOV’s actuator and valve body bonnet assembly, as follows:  Actuator: ,Coil ,Switches ,Electrical connections and wiring ,Electrical conduit seal ,Control box, e.g. timer, voltage drop device, electronic components.  Body Bonnet Assembly: ,Plunger ,Seat and trim ,Spring(s) ,Elastomers, if present","{'Coil', 'Diaphragms', 'Switches', 'Valve seat', 'Wiring, Insulation, or Connectors (Component: Actuator)', 'Plunger', 'O-rings', 'Springs'}",Valve - Solenoid Operated - SOV,  actuator,"Sure, here is a summary of the failure locations for the provided asset:

* Actuator: Wiring, Insulation, Connectors, Coil, Springs
* Body Bonnet Assembly: O-rings, Diaphragms, Valve seat, Plunger
* Switches: Switches

I hope this summary is helpful! Let me know if you have any further questions.



















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































ings
ings
ings




ings
ings
ings
ings
ings
ings
ings

ings

ings
ings
ings
ings
ings
ings


ings
ings
ings

ings
ings
ings


ings
ings
ings
ings

ings
ings
ings







ings







ings



ings





ings
ings





ings
ings





ings
ings




ings





ings
ings
ings
ings




ings

ings
ings
ings
ings



ings







ings
ings















































ings



ings
ings
ings



ings
ings
ings
ings



ings
ings




ings
ings



ings


ings



ings
ings
ings
ings
ings
ings


ings
ings
ings
ings
ings
ings
ings
ings




ings
ings
ings

ings
ings
ings




ings
ings


ings
ings
ings



ings




ings


ings
ings




ings




ings
ings









ings




























































































































ings












ings



ings










ings






ings








ings





































ings






ings
ings

ings



ings

ings



ings


ings


ings


























ings





ings











ings

ings
ings
ings




ings



ings
ings










ings



ings
ings











ings



ings







ings




ings








ings"
562,VLV_SOV_Process_DirectAct_V0,Valve - SOV - Process - Direct Acting,"The equipment Valve - SOV - Process - Direct Acting, is categorized as Fixed Asset and has the following boundary: A Valve - SOV - Process - Direct Acting (typically Valcor type design) consists of the following: - Plug with disk, helix coil, and seal - Seat (hard facing surface) - Disk spring - Plunger spring - Rod - Spiral pin - Packing ring (coil to valve body connection) - Solenoid coil and electrical connections - Solenoid Assembly Cover and O-rings - Plunger and pin - Bonnet - Position reed switches - Position magnet with cup - Valve body and connections (welded, socket, bolted)  Excluded is the process piping","{'Coil', 'Valve Body Connections', 'Position Magnet', 'Rod (connects magnet to plunger)', 'Valve Body Seat', 'Disk Spring', 'Position Reed Switches', 'Plug with Disk, Helix Coil and Seal', 'Solenoid Assembly Cover O-rings', 'Valve Body', 'Voltage Reduction Devise (VRD)', 'Plunger Spring', 'Bonnet', 'Plunger or Stem', 'Packing Ring (between coil and valve body)', 'Plunger Pin'}",Valve - SOV - Process - Direct Acting," - plug with disk, helix coil, and seal - seat (hard facing surface) - disk spring - plunger spring - rod - spiral pin - packing ring (coil to valve body connection) - solenoid coil and electrical connections - solenoid assembly cover and o-rings - plunger and pin - bonnet - position reed switches - position magnet with cup - valve body and connections (welded, socket, bolted)","Sure! Here is a summary of the failure locations for the provided asset:

* Solenoid Assembly Cover O-rings
* Position Reed Switches
* Plunger or Stem
* Voltage Reduction Devise (VRD)
* Rod (connects magnet to plunger)
* Plunger Spring
* Position Magnet
* Packing Ring (between coil and valve body)
* Plunger Pin
* Valve Body Connections
* Coil
* Disk Spring
* Plug with Disk, Helix Coil and Seal
* Valve Body Seat
* Valve Body
* Bonnet"
563,VLV_SOV_Process_Pilot_Hard_V0,Valve - SOV - Process - Piloted Type - Hard Seat,"The equipment Valve - SOV - Process - Piloted Type - Hard Seat, is categorized as Fixed Asset and has the following boundary: A Valve - SOV - Process - Piloted Type - Hard Seat (typically Target Rock type designs) consists of the following: - Pilot disk - Main disk - Seat - Main disk return spring - Pilot disk return spring - Pilot disk rod - Adjustment Collar - Main disk rod - Lower plunger - Upper plunger - Position reed switches - Position magnet - Solenoid coil and electrical connections - Valve body and connections (welded, socket, bolted) - Bonnet  Excluded is the process piping","{'Pilot Disk Rod', 'Fixed Seat', 'Coil', 'Lower Plunger', 'Pilot Disk', 'Valve Body Connections', 'Position Indication Cover, if present', 'Upper Plunger', 'Adjusting Collar', 'Main Disk Return Spring', 'Position Reed Switches', 'Valve Body', 'Pilot Disk Return Spring', 'Main Disk', 'Bonnet', 'Permanent Magnet', 'Main Disk Rod', 'O-ring (between coil and valve body)'}",Valve - SOV - Process - Piloted Type - Hard Seat," - pilot disk - main disk - seat - main disk return spring - pilot disk return spring - pilot disk rod - adjustment collar - main disk rod - lower plunger - upper plunger - position reed switches - position magnet - solenoid coil and electrical connections - valve body and connections (welded, socket, bolted) - bonnet","Sure! Here is a summary of the failure locations for the provided valve:

* Bonnet
* Position Reed Switches
* Pilot Disk
* Lower Plunger
* O-ring (between coil and valve body)
* Upper Plunger
* Main Disk
* Pilot Disk Return Spring
* Main Disk Return Spring
* Valve Body Connections
* Fixed Seat
* Position Indication Cover (if present)
* Coil
* Valve Body
* Pilot Disk Rod
* Adjusting Collar
* Permanent Magnet
* Main Disk Rod

I hope this helps! Let me know if you have any questions."
