,TypeData.CompTypeID,TypeData.GenCompType,long_description,failure_locations,component_short_description,component_boundry_for_short_description,answer,parsed_entities,missing_failure_locations,missing_boundaries
1249,PMP_PDCI_2,Pump - Chemical Injection - Small Positive Displacement Type,"The equipment Pump - Chemical Injection - Small Positive Displacement Type, is categorized as Rotating Asset and has the following boundary: The boundary of the Chemical Injection - Small Positive Displacement Type (self-contained) is defined to include the following:  - Pump and Motor combination - Electrical connections, maybe an electrical cord and plug - Tubing, if present","['Wiring Connectors and Connections', 'Tubing', 'Pump & Motor', 'Electrical Power Cord and Plug, if present']",Pump - Chemical Injection - Small Positive Displacement Type,"  - pump and motor combination - electrical connections, maybe an electrical cord and plug - tubing, if present","Sure, here is a summary of the failure locations for the provided industrial asset:

* Pump & Motor
* Wiring
* Wiring Connectors and Connections
* Tubing
* Electrical Power Cord and Plug (if present)

I hope this helps! Let me know if you have any further questions.","['Pump - Chemical Injection - Small Positive Displacement Type', 'Rotating Asset', 'Pump and Motor combination', 'Electrical connections', 'Electrical cord and plug', 'Tubing']",Wiring,
1250,PMP_PDCI_2,Pump - Chemical Injection - Small Positive Displacement Type,"The equipment Pump - Chemical Injection - Small Positive Displacement Type, is categorized as Rotating Asset and has the following boundary: The boundary of the Chemical Injection - Small Positive Displacement Type (self-contained) is defined to include the following:  - Pump and Motor combination - Electrical connections, maybe an electrical cord and plug - Tubing, if present","['Wiring Connectors and Connections', 'Tubing', 'Pump & Motor', 'Electrical Power Cord and Plug, if present']",Pump - Chemical Injection - Small Positive Displacement Type,"  - pump and motor combination - electrical connections, maybe an electrical cord and plug - tubing, if present","Sure, here is a summary of the failure locations for the provided industrial asset:

* Pump & Motor
* Wiring
* Wiring Connectors and Connections
* Tubing
* Electrical Power Cord and Plug (if present)

I hope this helps! Let me know if you have any further questions.","['Pump - Chemical Injection - Small Positive Displacement Type', 'Rotating Asset', 'Pump and Motor combination', 'Electrical connections', 'Electrical cord and plug', 'Tubing']",Wiring,
1251,PMP_PDCI_3DD_V0,Pump - Chemical Injection - Double Diaphragm Type,"The equipment Pump - Chemical Injection - Double Diaphragm Type, is categorized as Rotating Asset and has the following boundary: The boundary of the Pump - Chemical Injection - Double Diaphragm Type, which is an oscillatory positive-displacement pump with double hydraulic diaphragm control, driven by a 480VAC, 3 phase TEFC motor, is defined to include the following: - Diaphragm (double type) - Diaphragm Leak Detection system and gauge - Eccentric - Worm gear - Relief Valve - Bearings - Motor, 3Ph, 480VAC, TEFC, C-Flange - Ball Check Valves - Electrical connections  Excluded are: - External system piping/tubing from and to the pump - Motor power supply - Chemical source or storage - External controls","['Motor Electrical Ground', 'Hydraulic Make-up Valve, if present', 'Motor - Lubrication - Grease', 'Over Pressurization Relief Valve', 'Pump Dip Stick', 'Pump Oil', 'Pump Bearings - Rolling Element', 'Pump Rotating Assembly (worm gear, eccentric)', 'Motor - Stator Windings', 'Motor - Bearings - Rolling Element', 'Pump-Motor Coupling - Spline Type', 'Pulsation Dampener Gauge', 'Pump Piston or Plunger', 'Suction Strainer', 'Pump and Motor Base (C Face)', 'Pump Rotating Assembly (worm gear, eccentric, crank)', 'Pump Drive Shaft Oil Seal', 'Motor - Leads and Electrical Connections', 'Pump Piston or Plunger Lip Seal', 'Pulsation Dampener Schrader Valve', 'Pump-Motor Gasket and O-Rings', 'Pump Piston Effective Stroke Collar (Control Sleeve)', 'Motor - Frame', 'Pump-Motor Fasteners', 'Leak Detection Circuit Gauge', 'Motor - Rotor bars and shorting rings (cast type)', 'Pulsation Dampener', 'Suction and Discharge Check Valves', 'Motor - Bearing Grease Seals', 'Bleeder/Degassing Valve', 'Motor - External Fan and Cover', 'Pump Diaphragm - Teflon']",Pump - Chemical Injection - Double Diaphragm Type," - diaphragm (double type) - diaphragm leak detection system and gauge - eccentric - worm gear - relief valve - bearings - motor, 3ph, 480vac, tefc, c-flange - ball check valves - electrical connections","Sure! Here is a summary of failure locations for the provided industrial asset:

* Pulsation Dampener Schrader Valve
* Pump Piston or Plunger Lip Seal
* Pump-Motor Gasket and O-Rings
* Pump Rotating Assembly (worm gear, eccentric)
* Motor - External Fan and Cover
* Pump Drive Shaft Oil Seal
* Over Pressurization Relief Valve
* Motor - Frame
* Suction Strainer
* Pump Dip Stick
* Pump and Motor Base (C Face)
* Pulsation Dampener
* Pump Oil
* Pump Diaphragm - Teflon
* Pump Casing with Head
* Motor - Bearing Grease Seals
* Pump-Motor Fasteners
* Suction and Discharge Check Valves
* Hydraulic Make-up Valve (if present)
* Motor Electrical Ground
* Motor - Leads and Electrical Connections
* Pulsation Dampener Gauge
* Leak Detection Circuit Gauge
* Motor - Stator Windings
* Pump Bearings - Rolling Element
* Pump Piston Effective Stroke Collar (Control Sleeve)
* Bleeder/Degassing Valve
* Motor - Lubrication - Grease
* Motor - Rotor bars and shorting rings (cast type)
* Pump-Motor Coupling - Spline Type
* Pump Rotating Assembly (worm gear, eccentric, crank)
* Motor - Bearings - Rolling Element
* Pump Piston or Plunger","['Pump - Chemical Injection - Double Diaphragm Type', 'Rotating Asset', 'Diaphragm (double type)', 'Diaphragm Leak Detection system and gauge', 'Eccentric', 'Worm gear', 'Relief Valve', 'Bearings', 'Motor, 3Ph, 480VAC, TEFC, C-Flange', 'Ball Check Valves', 'External system piping/tubing from and to the pump', 'Motor power supply', 'Chemical source or storage', 'External controls']",Pump Casing with Head,
1252,PMP_PDCI_3DD_V0,Pump - Chemical Injection - Double Diaphragm Type,"The equipment Pump - Chemical Injection - Double Diaphragm Type, is categorized as Rotating Asset and has the following boundary: The boundary of the Pump - Chemical Injection - Double Diaphragm Type, which is an oscillatory positive-displacement pump with double hydraulic diaphragm control, driven by a 480VAC, 3 phase TEFC motor, is defined to include the following: - Diaphragm (double type) - Diaphragm Leak Detection system and gauge - Eccentric - Worm gear - Relief Valve - Bearings - Motor, 3Ph, 480VAC, TEFC, C-Flange - Ball Check Valves - Electrical connections  Excluded are: - External system piping/tubing from and to the pump - Motor power supply - Chemical source or storage - External controls","['Motor Electrical Ground', 'Hydraulic Make-up Valve, if present', 'Motor - Lubrication - Grease', 'Over Pressurization Relief Valve', 'Pump Dip Stick', 'Pump Oil', 'Pump Bearings - Rolling Element', 'Pump Rotating Assembly (worm gear, eccentric)', 'Motor - Stator Windings', 'Motor - Bearings - Rolling Element', 'Pump-Motor Coupling - Spline Type', 'Pulsation Dampener Gauge', 'Pump Piston or Plunger', 'Suction Strainer', 'Pump and Motor Base (C Face)', 'Pump Rotating Assembly (worm gear, eccentric, crank)', 'Pump Drive Shaft Oil Seal', 'Motor - Leads and Electrical Connections', 'Pump Piston or Plunger Lip Seal', 'Pulsation Dampener Schrader Valve', 'Pump-Motor Gasket and O-Rings', 'Pump Piston Effective Stroke Collar (Control Sleeve)', 'Motor - Frame', 'Pump-Motor Fasteners', 'Leak Detection Circuit Gauge', 'Motor - Rotor bars and shorting rings (cast type)', 'Pulsation Dampener', 'Suction and Discharge Check Valves', 'Motor - Bearing Grease Seals', 'Bleeder/Degassing Valve', 'Motor - External Fan and Cover', 'Pump Diaphragm - Teflon']",Pump - Chemical Injection - Double Diaphragm Type," - diaphragm (double type) - diaphragm leak detection system and gauge - eccentric - worm gear - relief valve - bearings - motor, 3ph, 480vac, tefc, c-flange - ball check valves - electrical connections","Sure! Here is a summary of failure locations for the provided industrial asset:

* Pulsation Dampener Schrader Valve
* Pump Piston or Plunger Lip Seal
* Pump-Motor Gasket and O-Rings
* Pump Rotating Assembly (worm gear, eccentric)
* Motor - External Fan and Cover
* Pump Drive Shaft Oil Seal
* Over Pressurization Relief Valve
* Motor - Frame
* Suction Strainer
* Pump Dip Stick
* Pump and Motor Base (C Face)
* Pulsation Dampener
* Pump Oil
* Pump Diaphragm - Teflon
* Pump Casing with Head
* Motor - Bearing Grease Seals
* Pump-Motor Fasteners
* Suction and Discharge Check Valves
* Hydraulic Make-up Valve (if present)
* Motor Electrical Ground
* Motor - Leads and Electrical Connections
* Pulsation Dampener Gauge
* Leak Detection Circuit Gauge
* Motor - Stator Windings
* Pump Bearings - Rolling Element
* Pump Piston Effective Stroke Collar (Control Sleeve)
* Bleeder/Degassing Valve
* Motor - Lubrication - Grease
* Motor - Rotor bars and shorting rings (cast type)
* Pump-Motor Coupling - Spline Type
* Pump Rotating Assembly (worm gear, eccentric, crank)
* Motor - Bearings - Rolling Element
* Pump Piston or Plunger","['Pump - Chemical Injection - Double Diaphragm Type', 'Rotating Asset', 'Diaphragm (double type)', 'Diaphragm Leak Detection system and gauge', 'Eccentric', 'Worm gear', 'Relief Valve', 'Bearings', 'Motor, 3Ph, 480VAC, TEFC, C-Flange', 'Ball Check Valves', 'External system piping/tubing from and to the pump', 'Motor power supply', 'Chemical source or storage', 'External controls']",Pump Casing with Head,
1253,PMP_PDCI_3DD_V0,Pump - Chemical Injection - Double Diaphragm Type,"The equipment Pump - Chemical Injection - Double Diaphragm Type, is categorized as Rotating Asset and has the following boundary: The boundary of the Pump - Chemical Injection - Double Diaphragm Type, which is an oscillatory positive-displacement pump with double hydraulic diaphragm control, driven by a 480VAC, 3 phase TEFC motor, is defined to include the following: - Diaphragm (double type) - Diaphragm Leak Detection system and gauge - Eccentric - Worm gear - Relief Valve - Bearings - Motor, 3Ph, 480VAC, TEFC, C-Flange - Ball Check Valves - Electrical connections  Excluded are: - External system piping/tubing from and to the pump - Motor power supply - Chemical source or storage - External controls","['Motor Electrical Ground', 'Hydraulic Make-up Valve, if present', 'Motor - Lubrication - Grease', 'Over Pressurization Relief Valve', 'Pump Dip Stick', 'Pump Oil', 'Pump Bearings - Rolling Element', 'Pump Rotating Assembly (worm gear, eccentric)', 'Motor - Stator Windings', 'Motor - Bearings - Rolling Element', 'Pump-Motor Coupling - Spline Type', 'Pulsation Dampener Gauge', 'Pump Piston or Plunger', 'Suction Strainer', 'Pump and Motor Base (C Face)', 'Pump Rotating Assembly (worm gear, eccentric, crank)', 'Pump Drive Shaft Oil Seal', 'Motor - Leads and Electrical Connections', 'Pump Piston or Plunger Lip Seal', 'Pulsation Dampener Schrader Valve', 'Pump-Motor Gasket and O-Rings', 'Pump Piston Effective Stroke Collar (Control Sleeve)', 'Motor - Frame', 'Pump-Motor Fasteners', 'Leak Detection Circuit Gauge', 'Motor - Rotor bars and shorting rings (cast type)', 'Pulsation Dampener', 'Suction and Discharge Check Valves', 'Motor - Bearing Grease Seals', 'Bleeder/Degassing Valve', 'Motor - External Fan and Cover', 'Pump Diaphragm - Teflon']",Pump - Chemical Injection - Double Diaphragm Type," - diaphragm (double type) - diaphragm leak detection system and gauge - eccentric - worm gear - relief valve - bearings - motor, 3ph, 480vac, tefc, c-flange - ball check valves - electrical connections","Sure! Here is a summary of failure locations for the provided industrial asset:

* Pulsation Dampener Schrader Valve
* Pump Piston or Plunger Lip Seal
* Pump-Motor Gasket and O-Rings
* Pump Rotating Assembly (worm gear, eccentric)
* Motor - External Fan and Cover
* Pump Drive Shaft Oil Seal
* Over Pressurization Relief Valve
* Motor - Frame
* Suction Strainer
* Pump Dip Stick
* Pump and Motor Base (C Face)
* Pulsation Dampener
* Pump Oil
* Pump Diaphragm - Teflon
* Pump Casing with Head
* Motor - Bearing Grease Seals
* Pump-Motor Fasteners
* Suction and Discharge Check Valves
* Hydraulic Make-up Valve (if present)
* Motor Electrical Ground
* Motor - Leads and Electrical Connections
* Pulsation Dampener Gauge
* Leak Detection Circuit Gauge
* Motor - Stator Windings
* Pump Bearings - Rolling Element
* Pump Piston Effective Stroke Collar (Control Sleeve)
* Bleeder/Degassing Valve
* Motor - Lubrication - Grease
* Motor - Rotor bars and shorting rings (cast type)
* Pump-Motor Coupling - Spline Type
* Pump Rotating Assembly (worm gear, eccentric, crank)
* Motor - Bearings - Rolling Element
* Pump Piston or Plunger","['Pump - Chemical Injection - Double Diaphragm Type', 'Rotating Asset', 'Diaphragm (double type)', 'Diaphragm Leak Detection system and gauge', 'Eccentric', 'Worm gear', 'Relief Valve', 'Bearings', 'Motor, 3Ph, 480VAC, TEFC, C-Flange', 'Ball Check Valves', 'External system piping/tubing from and to the pump', 'Motor power supply', 'Chemical source or storage', 'External controls']",Pump Casing with Head,
1254,PMP_Submersible_Trash_460MTR_V0,Pump - Submersible Solids Handling with 460V Motor,"The equipment Pump - Submersible Solids Handling with 460V Motor, is categorized as Facility Asset and has the following boundary: A Pump - Submersible Solids Handling with 460V Motor is considered to be a pump and motor operating in a completely wetted environment for such uses as dewatering, or sump or drainage level control that pumps liquids that may contain trash, sewage, solids, etc. The pump is self-controlling via a float type level switch and is powered via a power cable plugged into a voltage source.  The 230-460V, 3 phase motor with rolling element bearings is permanently mounted to the pump and cooled by an oil filled casing that is isolated from the liquid environment.  The major items associated with this type of pump are: - Power Cable and plug - Level float type switch - Pump casing and strainer (may sit on the strainer or legs/elevating stand) - Mechanical seal - Open type impeller - Electric motor (230-460V, 3 phase) oil enclosed with shaft oil seal - Discharge hose and coupling  Excluded from this treatment are: - Power source - Above ground pump liquid collection and distribution - Pump is unlined","['Pump Motor', 'Discharge and Suction Flanges', 'Pump', 'Power Cable and Plug', 'Discharge Hose']",Pump - Submersible Solids Handling with 460V Motor," - power cable and plug - level float type switch - pump casing and strainer (may sit on the strainer or legs/elevating stand) - mechanical seal - open type impeller - electric motor (230-460v, 3 phase) oil enclosed with shaft oil seal - discharge hose and coupling","Sure! Here is a summary of the failure locations for the provided asset:

* Power Cable and Plug
* Discharge and Suction Flanges
* Discharge Hose
* Level Control Switch - Float Type
* Pump Motor
* Pump

I hope this helps! Let me know if you have any other questions. 

Also, I'll be happy to help if you have any other assets you'd like me to summarize.","['Pump - Submersible Solids Handling with 460V Motor', 'Facility Asset', 'A Pump - Submersible Solids Handling with 460V Motor is considered to be a pump and motor operating in a completely wetted environment for such uses as dewatering, or sump or drainage level control that pumps liquids that may contain trash, sewage, solids, etc. The pump is self-controlling via a float type level switch and is powered via a power cable plugged into a voltage source. The 230-460V, 3 phase motor with rolling element bearings is permanently mounted to the pump and cooled by an oil filled casing that is isolated from the liquid environment. The major items associated with this type of pump are', 'Not specified', '230-460V', '3 phase', 'Electric motor', 'Oil filled casing', 'Rolling element bearings', 'Submersible Solids Handling', 'Float type level switch', 'Liquids that may contain trash, sewage, solids, etc.', 'Above ground pump liquid collection and distribution', 'Pump is unlined.']",Level Control Switch - Float Type,
1255,PMP_Submersible_Trash_460MTR_V0,Pump - Submersible Solids Handling with 460V Motor,"The equipment Pump - Submersible Solids Handling with 460V Motor, is categorized as Facility Asset and has the following boundary: A Pump - Submersible Solids Handling with 460V Motor is considered to be a pump and motor operating in a completely wetted environment for such uses as dewatering, or sump or drainage level control that pumps liquids that may contain trash, sewage, solids, etc. The pump is self-controlling via a float type level switch and is powered via a power cable plugged into a voltage source.  The 230-460V, 3 phase motor with rolling element bearings is permanently mounted to the pump and cooled by an oil filled casing that is isolated from the liquid environment.  The major items associated with this type of pump are: - Power Cable and plug - Level float type switch - Pump casing and strainer (may sit on the strainer or legs/elevating stand) - Mechanical seal - Open type impeller - Electric motor (230-460V, 3 phase) oil enclosed with shaft oil seal - Discharge hose and coupling  Excluded from this treatment are: - Power source - Above ground pump liquid collection and distribution - Pump is unlined","['Pump Motor', 'Discharge and Suction Flanges', 'Pump', 'Power Cable and Plug', 'Discharge Hose']",Pump - Submersible Solids Handling with 460V Motor," - power cable and plug - level float type switch - pump casing and strainer (may sit on the strainer or legs/elevating stand) - mechanical seal - open type impeller - electric motor (230-460v, 3 phase) oil enclosed with shaft oil seal - discharge hose and coupling","Sure! Here is a summary of the failure locations for the provided asset:

* Power Cable and Plug
* Discharge and Suction Flanges
* Discharge Hose
* Level Control Switch - Float Type
* Pump Motor
* Pump

I hope this helps! Let me know if you have any other questions. 

Also, I'll be happy to help if you have any other assets you'd like me to summarize.","['Pump - Submersible Solids Handling with 460V Motor', 'Facility Asset', 'A Pump - Submersible Solids Handling with 460V Motor is considered to be a pump and motor operating in a completely wetted environment for such uses as dewatering, or sump or drainage level control that pumps liquids that may contain trash, sewage, solids, etc. The pump is self-controlling via a float type level switch and is powered via a power cable plugged into a voltage source. The 230-460V, 3 phase motor with rolling element bearings is permanently mounted to the pump and cooled by an oil filled casing that is isolated from the liquid environment. The major items associated with this type of pump are', 'Not specified', '230-460V', '3 phase', 'Electric motor', 'Oil filled casing', 'Rolling element bearings', 'Submersible Solids Handling', 'Float type level switch', 'Liquids that may contain trash, sewage, solids, etc.', 'Above ground pump liquid collection and distribution', 'Pump is unlined.']",Level Control Switch - Float Type,
1256,PMP_Submersible_Trash_460MTR_V0,Pump - Submersible Solids Handling with 460V Motor,"The equipment Pump - Submersible Solids Handling with 460V Motor, is categorized as Facility Asset and has the following boundary: A Pump - Submersible Solids Handling with 460V Motor is considered to be a pump and motor operating in a completely wetted environment for such uses as dewatering, or sump or drainage level control that pumps liquids that may contain trash, sewage, solids, etc. The pump is self-controlling via a float type level switch and is powered via a power cable plugged into a voltage source.  The 230-460V, 3 phase motor with rolling element bearings is permanently mounted to the pump and cooled by an oil filled casing that is isolated from the liquid environment.  The major items associated with this type of pump are: - Power Cable and plug - Level float type switch - Pump casing and strainer (may sit on the strainer or legs/elevating stand) - Mechanical seal - Open type impeller - Electric motor (230-460V, 3 phase) oil enclosed with shaft oil seal - Discharge hose and coupling  Excluded from this treatment are: - Power source - Above ground pump liquid collection and distribution - Pump is unlined","['Pump Motor', 'Discharge and Suction Flanges', 'Pump', 'Power Cable and Plug', 'Discharge Hose']",Pump - Submersible Solids Handling with 460V Motor," - power cable and plug - level float type switch - pump casing and strainer (may sit on the strainer or legs/elevating stand) - mechanical seal - open type impeller - electric motor (230-460v, 3 phase) oil enclosed with shaft oil seal - discharge hose and coupling","Sure! Here is a summary of the failure locations for the provided asset:

* Power Cable and Plug
* Discharge and Suction Flanges
* Discharge Hose
* Level Control Switch - Float Type
* Pump Motor
* Pump

I hope this helps! Let me know if you have any other questions. 

Also, I'll be happy to help if you have any other assets you'd like me to summarize.","['Pump - Submersible Solids Handling with 460V Motor', 'Facility Asset', 'A Pump - Submersible Solids Handling with 460V Motor is considered to be a pump and motor operating in a completely wetted environment for such uses as dewatering, or sump or drainage level control that pumps liquids that may contain trash, sewage, solids, etc. The pump is self-controlling via a float type level switch and is powered via a power cable plugged into a voltage source. The 230-460V, 3 phase motor with rolling element bearings is permanently mounted to the pump and cooled by an oil filled casing that is isolated from the liquid environment. The major items associated with this type of pump are', 'Not specified', '230-460V', '3 phase', 'Electric motor', 'Oil filled casing', 'Rolling element bearings', 'Submersible Solids Handling', 'Float type level switch', 'Liquids that may contain trash, sewage, solids, etc.', 'Above ground pump liquid collection and distribution', 'Pump is unlined.']",Level Control Switch - Float Type,
1257,PMP_VAC_1,Pump - Vacuum - Liquid Ring,"The equipment Pump - Vacuum - Liquid Ring, is categorized as Rotating Asset and has the following boundary: The boundary of a Pump - Vacuum - Liquid Ring for the purpose of this database is defined to include the following:  - Single or double stage vacuum pump - Control components except for relays - Miscellaneous components, specifically the filter, strainer, orifice, seal water tank, and check valves.  The following items are excluded from the system boundary:  coupling, relays, seal water pump and motor, heat exchanger, gearbox, and safety relief valves.    Although electrical and electronic components are treated to some degree in the compressor degradation table, further details and information on appropriate PM tasks for these components may be found in the database under the specific component type name, e.g. I&C - Pressure Switches.    In the same way, those items excluded from the boundary (listed above) can be found as individual component types elsewhere in the database.","['Bearings or Bushings', 'Seal Water Tank', 'Rotor, Cone, and Lobe', 'Electronic/ Electrical Devices (Transmitters, Temperature control valves, Level / Flow / Thermocouples', 'Pressure Switches', 'Float Valve', 'Fasteners / Hardware', 'Solenoid valves', 'Strainer, if present', 'Gaskets', 'Orifice', 'Packing shaft seal, if present', 'Pump Internal Casing, including inlet and outlet flanges', 'Oil', 'Bearing housing seals', 'Air Filters, Element Type, if present', 'Mechanical shaft seal, if present', 'Pressure switches']",Pump - Vacuum - Liquid Ring,"  - single or double stage vacuum pump - control components except for relays - miscellaneous components, specifically the filter, strainer, orifice, seal water tank, and check valves.  the following items are","Here is a summary of the failure locations for the Pump - Vacuum - Liquid Ring asset:

* Electronic/Electrical Devices:
	+ Transmitters
	+ Temperature control valves
	+ Level / Flow / Thermocouples
	+ Orifice
	+ Check Valves
	+ Rotor
	+ Cone
	+ Lobe
* Mechanical Components:
	+ Bearing housing seals
	+ Fasteners / Hardware
	+ Pump Internal Casing, including inlet and outlet flanges
	+ Mechanical shaft seal, if present
	+ Float Valve
	+ Pressure Switches
	+ Packing shaft seal, if present
	+ Pressure switches
	+ Oil
	+ Seal Water Tank
	+ Air Filters
	+ Element Type, if present
	+ Gaskets
	+ Strainer, if present
	+ Solenoid valves
	+ Bearings or Bushings","['Pump - Vacuum - Liquid Ring', 'Rotating Asset', 'Single or double stage vacuum pump', 'Control components', 'Filter', 'Strainer', 'Orifice', 'Seal water tank', 'Check valves', 'Coupling', 'Relays', 'Seal water pump and motor', 'Heat exchanger', 'Gearbox', 'Safety relief valves', 'I&C - Pressure Switches', 'The entities are not in any particular order.']",Check Valves,
1258,PMP_VAC_1,Pump - Vacuum - Liquid Ring,"The equipment Pump - Vacuum - Liquid Ring, is categorized as Rotating Asset and has the following boundary: The boundary of a Pump - Vacuum - Liquid Ring for the purpose of this database is defined to include the following:  - Single or double stage vacuum pump - Control components except for relays - Miscellaneous components, specifically the filter, strainer, orifice, seal water tank, and check valves.  The following items are excluded from the system boundary:  coupling, relays, seal water pump and motor, heat exchanger, gearbox, and safety relief valves.    Although electrical and electronic components are treated to some degree in the compressor degradation table, further details and information on appropriate PM tasks for these components may be found in the database under the specific component type name, e.g. I&C - Pressure Switches.    In the same way, those items excluded from the boundary (listed above) can be found as individual component types elsewhere in the database.","['Bearings or Bushings', 'Seal Water Tank', 'Rotor, Cone, and Lobe', 'Electronic/ Electrical Devices (Transmitters, Temperature control valves, Level / Flow / Thermocouples', 'Pressure Switches', 'Float Valve', 'Fasteners / Hardware', 'Solenoid valves', 'Strainer, if present', 'Gaskets', 'Orifice', 'Packing shaft seal, if present', 'Pump Internal Casing, including inlet and outlet flanges', 'Oil', 'Bearing housing seals', 'Air Filters, Element Type, if present', 'Mechanical shaft seal, if present', 'Pressure switches']",Pump - Vacuum - Liquid Ring,"  - single or double stage vacuum pump - control components except for relays - miscellaneous components, specifically the filter, strainer, orifice, seal water tank, and check valves.  the following items are","Here is a summary of the failure locations for the Pump - Vacuum - Liquid Ring asset:

* Electronic/Electrical Devices:
	+ Transmitters
	+ Temperature control valves
	+ Level / Flow / Thermocouples
	+ Orifice
	+ Check Valves
	+ Rotor
	+ Cone
	+ Lobe
* Mechanical Components:
	+ Bearing housing seals
	+ Fasteners / Hardware
	+ Pump Internal Casing, including inlet and outlet flanges
	+ Mechanical shaft seal, if present
	+ Float Valve
	+ Pressure Switches
	+ Packing shaft seal, if present
	+ Pressure switches
	+ Oil
	+ Seal Water Tank
	+ Air Filters
	+ Element Type, if present
	+ Gaskets
	+ Strainer, if present
	+ Solenoid valves
	+ Bearings or Bushings","['Pump - Vacuum - Liquid Ring', 'Rotating Asset', 'Single or double stage vacuum pump', 'Control components', 'Filter', 'Strainer', 'Orifice', 'Seal water tank', 'Check valves', 'Coupling', 'Relays', 'Seal water pump and motor', 'Heat exchanger', 'Gearbox', 'Safety relief valves', 'I&C - Pressure Switches', 'The entities are not in any particular order.']",Check Valves,
1259,PMP_VAC_1,Pump - Vacuum - Liquid Ring,"The equipment Pump - Vacuum - Liquid Ring, is categorized as Rotating Asset and has the following boundary: The boundary of a Pump - Vacuum - Liquid Ring for the purpose of this database is defined to include the following:  - Single or double stage vacuum pump - Control components except for relays - Miscellaneous components, specifically the filter, strainer, orifice, seal water tank, and check valves.  The following items are excluded from the system boundary:  coupling, relays, seal water pump and motor, heat exchanger, gearbox, and safety relief valves.    Although electrical and electronic components are treated to some degree in the compressor degradation table, further details and information on appropriate PM tasks for these components may be found in the database under the specific component type name, e.g. I&C - Pressure Switches.    In the same way, those items excluded from the boundary (listed above) can be found as individual component types elsewhere in the database.","['Bearings or Bushings', 'Seal Water Tank', 'Rotor, Cone, and Lobe', 'Electronic/ Electrical Devices (Transmitters, Temperature control valves, Level / Flow / Thermocouples', 'Pressure Switches', 'Float Valve', 'Fasteners / Hardware', 'Solenoid valves', 'Strainer, if present', 'Gaskets', 'Orifice', 'Packing shaft seal, if present', 'Pump Internal Casing, including inlet and outlet flanges', 'Oil', 'Bearing housing seals', 'Air Filters, Element Type, if present', 'Mechanical shaft seal, if present', 'Pressure switches']",Pump - Vacuum - Liquid Ring,"  - single or double stage vacuum pump - control components except for relays - miscellaneous components, specifically the filter, strainer, orifice, seal water tank, and check valves.  the following items are","Here is a summary of the failure locations for the Pump - Vacuum - Liquid Ring asset:

* Electronic/Electrical Devices:
	+ Transmitters
	+ Temperature control valves
	+ Level / Flow / Thermocouples
	+ Orifice
	+ Check Valves
	+ Rotor
	+ Cone
	+ Lobe
* Mechanical Components:
	+ Bearing housing seals
	+ Fasteners / Hardware
	+ Pump Internal Casing, including inlet and outlet flanges
	+ Mechanical shaft seal, if present
	+ Float Valve
	+ Pressure Switches
	+ Packing shaft seal, if present
	+ Pressure switches
	+ Oil
	+ Seal Water Tank
	+ Air Filters
	+ Element Type, if present
	+ Gaskets
	+ Strainer, if present
	+ Solenoid valves
	+ Bearings or Bushings","['Pump - Vacuum - Liquid Ring', 'Rotating Asset', 'Single or double stage vacuum pump', 'Control components', 'Filter', 'Strainer', 'Orifice', 'Seal water tank', 'Check valves', 'Coupling', 'Relays', 'Seal water pump and motor', 'Heat exchanger', 'Gearbox', 'Safety relief valves', 'I&C - Pressure Switches', 'The entities are not in any particular order.']",Check Valves,
1260,PMP_VAC_2,Pump - Vacuum - Small,"The equipment Pump - Vacuum - Small, is categorized as Rotating Asset and has the following boundary: The boundary of the Pump - Vacuum - Small (self-contained) is defined to include the following:  - Vacuum Pump and Motor combination - Electrical connections, maybe an electrical cord and plug - Tubing","['Wiring Connectors and Connections', 'Vacuum Pump & Motor', 'Tubing', 'Wiring', 'Vacuum Gauge', 'Filter', 'Electrical Power Cord and Plug, if present']",Pump - Vacuum - Small,"  - vacuum pump and motor combination - electrical connections, maybe an electrical cord and plug - tubing","Sure! Here is a summary of the failure locations for the given asset:

* Vacuum Gauge
* Tubing
* Vacuum Pump & Motor
* Wiring Connectors and Connections
* Wiring
* Filter Canister
* Electrical Power Cord and Plug (if present)
* Filter

I hope this helps! Let me know if you have any further questions.","['Pump - Vacuum - Small', 'Rotating Asset', 'Vacuum Pump and Motor combination', 'Electrical connections', 'Electrical cord and plug', 'Tubing']",Filter Canister,
1261,PMP_VAC_2,Pump - Vacuum - Small,"The equipment Pump - Vacuum - Small, is categorized as Rotating Asset and has the following boundary: The boundary of the Pump - Vacuum - Small (self-contained) is defined to include the following:  - Vacuum Pump and Motor combination - Electrical connections, maybe an electrical cord and plug - Tubing","['Wiring Connectors and Connections', 'Vacuum Pump & Motor', 'Tubing', 'Wiring', 'Vacuum Gauge', 'Filter', 'Electrical Power Cord and Plug, if present']",Pump - Vacuum - Small,"  - vacuum pump and motor combination - electrical connections, maybe an electrical cord and plug - tubing","Sure! Here is a summary of the failure locations for the given asset:

* Vacuum Gauge
* Tubing
* Vacuum Pump & Motor
* Wiring Connectors and Connections
* Wiring
* Filter Canister
* Electrical Power Cord and Plug (if present)
* Filter

I hope this helps! Let me know if you have any further questions.","['Pump - Vacuum - Small', 'Rotating Asset', 'Vacuum Pump and Motor combination', 'Electrical connections', 'Electrical cord and plug', 'Tubing']",Filter Canister,
