TypeData.CompTypeID,TypeData.GenCompType,failure_locations
BCS_Letter_1,Bar Code Delivery Sorter,"['Pressure Sensing Assembly Prox Switches Lever', 'Motor Controller (Allen Bradley)', 'Pulleys - Idler', 'Feeder Air Handler Assembly (including motor, pump, filter and regulator)', 'Pulleys - Flanged (Timing)', 'Feeder Paddle Stop Proximity Switch', 'Wide Field of View Assembly - Read Head', 'PIE Boards (Transport, Elevator, Reader and Transition)', 'Feeder Pressure Sensing Lever Assembly', 'Feeder Stripper Assembly', 'Gate Driver Boards', 'Wiring and Cables (Power and Signals Communications)', 'USB to Serial Converter (Edgeport) Connector (Reader Module)', 'Pulleys - Driven', 'Door Panel Assembly', 'Feeder Pressure Lever Assemblies', 'Power Factor Correction Capacitor Bank', 'System Host Computer', 'Feeder Phenolic Chain Guide', 'P-LED10 Circuit Card (Photocell Emitter)', 'Feeder Paddle Drive Gear Motor', 'Feeder Belt Pulleys', 'Stacker Diverter Plate Cover Assembly (Wimpy Panel and Interlocks)', 'Mechanical Roller & Bearing Assemblies', 'Stacker Module Transport and Drive Belts', 'Feeder Staging Belt Tension Sprocket', 'Jogger Power Cable and Connector', 'Jogger Paddle Assembly', 'Maintenance Key Switch', 'Start Warning Horns', 'Stacker Drive Shaft Assembly', 'Stacker Warning Lamps', 'E-Stops', 'ICS Reader (Read Head and Electronics Enclosure)', 'Pulleys - Drive', 'Feeder Letter Present Photo Sensor', 'Card Cage Fan\n\n(Transport and Reader Module)', 'Stacker LCD Display Panel', 'Finger Guard Assembly (Stacker)', 'Circuit Breaker Panel Assembly (Feeder Module)', 'Feeder Paddle Pawl Assembly', 'Feeder Module Transport and Drive Belts', 'P-RBK 11 Back Plane Assembly (Reader Module)', 'E-Stops and Interlocks', 'Auger Belts O-Ring (Stacker)', 'Feeder Staging Belt Servo Motor Cables and Connectors', 'Feeder Pick Off Belt Servo Motor', 'Mode Indicators', 'LI1 Photocell (Jam Detection)', 'Feeder Tach', 'Feeder Slide Switch', 'P-DZ90 Circuit Card (Photocell)', 'Jogger Motor', 'Universal Light Barrier (ULB)', 'Jogger Vibration Control Cable Assembly', 'Stacker Volume Switches', 'Feeder (Paddle) Guide Sleeve Assembly', 'Gate Stop Assembly (Reader and Stacker)', 'Feeder Staging Belt Drive Servo Motor', 'Pusher Assembly (Stacker)', 'Auger Assembly (Stacker)', 'Stacker Back Plane Chassis Assembly P-SBK 11 with PCB (P-STK-11/P-STK-03)', 'Receptacle Box (Transport Module)', 'Wide Field of View Assembly - Computer', 'Feeder Staging Belt Drive Servo Motor Sprocket', 'Jogger Ground Straps', 'Feeder Control Board SE-04', 'Feeder Take-Away Pressure Roller Assemblies', 'Feeder Paddle Drive Gear Motor Sprocket', 'Operator Panel Assembly (OPA) Indicators', 'Jogger Drive Link', 'Jogger Motor Pulley', 'Edging Roller Sensor', 'Stacker Switch Mount Molded', 'Stacker Four-Pocket, Pocket Assembly with Teflon Guide Strips', 'Stacker Manual Motor Starter (Thermal Breaker)', 'Filter\n\n(Transport and Reader Module)', 'Pressure Sensing Assembly Prox Switches', 'Descriptor Bus Terminator (Reader and End Stacker Module)', 'Feeder Pick Off Belt Servo Motor Cables and Connectors', 'Feeder Jam Release Slide Assembly', 'Reader Control Relays', 'Stacker Circuit Card Assemblies (P-PMB 32)', 'P-PMB32 Solenoid Driver Back Plane', 'Reader Diverter Back Plane Driver Assembly (P-P-WMMB-3), shown in elevator module', 'Label Printers (Stacker Modules)', 'Reader & Stacker Diverter Gate Assembly', 'Drive Motor AC (Transport, Stacker & Elevator Module)', 'Operator Panel Assembly Switches (Pwr On/Off)', 'Feeder (Paddle) Guide Sleeve Assembly Index Bearing', 'Reader Foam Roller', 'RET Module Transport and Drive Belts', 'Feeder Power Supplies, 5V and 24V', 'Feeder Paddle Wear Plate', 'Main Power Distribution Unit', 'Label Printers (Stacker Module)', 'Jogger Vibration Control Assembly', 'Feeder Paddle Pressure Sensor Controller (Fiberoptic)', 'Feeder Staging Belt', 'Terminal Strips', 'Wide Field of View Assembly - Transformer', 'Stacker Lower Front Panel Assembly', 'Power Supplies, 24 and 42 VDC', 'Stacker Arm Spring Assembly', 'Circuit Card Assemblies (P-MCU xx, P-DRM 11, P-DRM 20, P-PDI 02, P-BAB 1, P-MIO96, P-TIF03, P-IJP-02)', 'Jogger Drive Belt', 'Stacker Fence Support Assembly including Bumper Support Assembly with Low Friction Tape', 'Feeder Paddle Tension Chain Sprocket', 'Air/Vacuum Tubing', 'Jogger Pillow Block Bearings and Shaft', 'Feeder Pick Off Belts', 'Feeder Paddle Drive Gear Chain', 'Tach Transducers (Reader & Transition Module)', 'Feeder Paddle Pressure Sensor (Fiberoptic)', 'Feeder A-18 Connector Board', 'Feeder Staging Belt Drive Gear Chain', 'Feeder Wear Compensation Arm Assembly', 'Fuses (Reader and Stacker Modules)', 'Circuit Breaker Panel Assembly (Transport & Reader Module)', 'Start Up Warning Lamps']"
Bearing_Rolling_Oil_V0,Bearing - Rolling Element - Oil,"['Bearing Seals (all types)', 'Bearing Seals (contact type)', 'Bearing housings', 'Bearing Seals (non-contact type)', 'Lubrication - Oil', 'Bearings - Rolling Element']"
Blower_PD_Roots_V0,Blower_Positive Displacement_Roots Type,"['Gears', 'Grease', 'Feet and Lifting Lugs', 'Bearings - Roller', 'Driving Shaft Bearing Cover', 'Grease release vents', 'Oil or Grease Seals', 'Disc Springs', 'Bearings - Thrust', 'Oil Thrower', 'Impeller Rotors', 'Fasteners', 'Air Filter - Cartridge type', 'Gear Trough (i.e. splash cover)', 'Headplates', 'O-Rings', 'Air Intake Housing', 'Cylinder', 'Fibre Washers', 'Gaskets', 'Oil', 'Impeller Shafts', 'Base Plate', 'Gear Case']"
Boiler_AirPreHeater_Vert_V0,Air Pre-Heater - Vertical Type,"['Heating Elements (Baskets) - Supports', 'Lube Oil System (Guide Bearing, Support Bearing, Rotor Drive)', 'Guide Bearing Air Seal Cover', 'Auxiliary Drive Air Compressor, Tank, Air Filter, Oiler, and Solenoid Valve', 'Rotor Assembly (Diaphragm, Stay Plates, Shell, Post, Trunnions)', 'Soot Blower', 'Support Radial Bearing (Rolling Element)', 'Lube Oil Metering Orifice, if present', 'T-Bars', 'Heating Elements (Baskets) - Cold', 'Instrumentation - Pressure and Temperature (Local, DCS, Control Room)', 'Pinion Shaft Seal', 'Drive Gearbox oil cooler, if present', 'Drive Gearbox', 'Lube Oil (Guide Bearing, Support Bearing, Rotor Drive)', 'Support Bearing (Tilt Pad Type)', 'Pin Rack', 'Support Radial Bearing Stub Shaft', 'Heating Elements (Baskets) - Hot', 'Support Bearing Cover Shield', 'Drive Gearbox Frame', 'Support Bearing Housing', 'Drive Pinion Gear', 'Auxiliary Drive Air Motor', 'Support Bearing Air Seal Cover', 'Heating Elements (Baskets) - Intermediate, if present', 'Guide Bearing (Rolling Element)', 'Auxiliary Drive Air Compressor, Tank, Filter, Oiler, and Solenoid Valve', 'Guide Bearing Housing', 'Air Pre-Heater Housing', 'Seals (Axial, Radial, Bypass/Circumferential, Post)', 'Drive Motor - Electric (Main or Auxiliary)', 'Seal Plates (Hot Radial, Cold Radial, Axial, Sector)', 'Drive Motor and Gearbox Couplings', 'Lube Oil Cooling Heat Exchanger (Guide Bearing, Support Bearing, Rotor Drive)']"
Brake_Disc_Air_Operated_V0,Brake - Disc - Air Operated,"['Bolting, hardware, and fasteners', 'Air or Pneumatic Cylinder - Support rods and end caps, if present', 'Air or Pneumatic Cylinder, Piston Ring, if present', 'Air or Pneumatic Cylinder, Piston, and Rod', 'Air or Pneumatic Cylinder', 'Brake Disc', 'Frame', 'Torque spring', 'Air or Pneumatic Cylinder - Hose Connection Ports', 'Brake Pads, or Shoes', 'Air or Pneumatic Cylinder, Piston, and Rod - Seals', 'Clevis pins, if present', 'Air Line Connector', 'Mechanical linkages and brake arms', 'Air or Pneumatic Cylinder - Bearings or Bushings, if present']"
Brake_ElectroMechanical_V0,Brake - Electro-Mechanical,"['Brake Linings, Pads, or Shoes', 'Holding or Pull-in coil', 'Connector and wiring', 'Frame', 'Torque spring', 'Brake Drum', 'Clevis pins, if present', 'Pivot needle bearings', 'Mechanical linkages and brake arms', 'Bolting, hardware, and fasteners', 'Magnetic air gap']"
BULK_BargeUnloader_LadderwFixedCantileverBoom_V0,	Barge Unloader Ladder Type with Fixed Cantilever Boom,"['Cantilever (Fixed Boom)', 'Trolley', 'Fire suppression', 'Gathering Conveyor', 'Fire Suppression', 'Barge Haul System', 'Breasting System', 'Boom']"
Bulk_CNVR_1,Coal Handling - Conveyor - Belt Type,"['Rollers - other', 'Holdback - oil filled', 'Fire suppression piping', 'Emergency stop pull cord', 'Holdback - grease filled', 'Pulley bearings', 'Fire sensor', 'Pulleys', 'Anti-static brush', 'Rollers - static steering', 'Misalignment switch', 'Belt steering device or power trainer, if present', 'Rollers', 'Scale, if present', 'Fire suppression nozzle(s)', 'Speed switch', 'Scrapers, if present', 'Belt']"
Bulk_CNVR_Belt_AC_GearMotor_V0,Material Handling - Conveyor - Belt Type with AC Gear Motor Drive,"['Conveyor frame, belt skirting, mounting, and cover', 'Motor stator laminations', 'Speed switch (main belt)', 'Motor and Gearbox bearing shaft seals', 'Product scale, if present', 'Motor leads and electrical connections', 'Motor rotor bars and shorting rings (cast type)', 'Motor or machine grounding wire', 'Lubrication - oil', 'Gearbox - oil breather', 'Drive chain', 'Gearbox - gears', 'Holdback (main belt) - oil filled', 'Anti-static brush (main belt)', 'Gearbox bearings - rolling element (radial and thrust)', 'Motor stator winding blocking, bracing, wedges, and ties', 'Rollers and guides (main belt) - static steering', 'Rollers and guides (main belt)', 'Pulleys (main belt)', 'Pulley bearings (main belt)', 'Steering device or power trainer (main belt), if present', 'Lubrication - grease', 'Motor and Gearbox frame, enclosure, mounting, housing, or gear case', 'Scrapers or belt cleaners  (main belt), if present', 'Main belt', 'Emergency stop', 'Drive sprockets', 'Holdback (main belt) - grease filled', 'Motor external fan & cover', 'Motor stator windings', 'Motor output shaft', 'Misalignment switch (main belt)', 'Motor bearings - rolling element (radial only)', 'Gearbox - gaskets', 'Rollers and guides (main belt) - other', 'Motor space heaters, if present']"
Bulk_CNVR_Belt_AC_MTR_V0,Material Handling - Conveyor - Belt Type with AC Motor Drive,"['Motor shaft', 'Conveyor frame, belt skirting, mounting, and cover', 'Motor stator laminations', 'Speed switch (main belt)', 'Motor leads and electrical connections', 'Motor rotor bars and shorting rings (cast type)', 'Motor or machine grounding wire', 'Motor endbells or bearing housings', 'Holdback (main belt) - oil filled', 'Anti-static brush (main belt)', 'Motor stator winding blocking, bracing, wedges, and ties', 'Scale, if present', 'Rollers and guides (main belt) - static steering', 'Rollers and guides (main belt)', 'Pulleys (main belt)', 'Pulley bearings (main belt)', 'Steering device or power trainer (main belt), if present', 'Scrapers or belt cleaners  (main belt), if present', 'Main belt', 'Lubrication', 'Emergency stop', 'Motor bearing shaft seal', 'Holdback (main belt) - grease filled', 'Motor external fan & cover', 'Drive pulleys and belts', 'Motor stator windings', 'Misalignment switch (main belt)', 'Motor bearings - rolling element (radial only)', 'Motor frame, enclosure, and mounting', 'Rollers and guides (main belt) - other', 'Motor space heaters, if present']"
Bulk_CNVR_Pulv_Feeder_Belt_V0,Pulverizer Coal Feeder - Belt Type,"['Feeder Belt', 'Motor Leads and Electrical Connections (Belt or Clean-Out)', 'Motor Stator Windings (Belt or Clean-Out)', 'Rollers (Belt or Clean-Out)', 'Motor Bearings - Rolling Element (Belt or Clean-Out)', 'Speed Switch and Sensor (Belt or Clean-Out)', 'Internal Wiring and Connections (Load Cell, Speed sensor, Port Lights, etc.)', 'Motor Stator Laminations (Belt or Clean-Out)', 'Lubrication - Grease', 'Fire suppression nozzle(s)', 'Feeder Frame and Housing', 'Motor Rotor Cast Type (Belt or Clean-Out)', 'Motor and Gearbox Couplings (Belt or Clean-Out)', 'Feeder Belt Skirting', 'Fire suppression piping', 'Gearbox and Motor - Frames, Enclosures, Mounting, Housing, or Gear Case  (Belt or Clean-Out)', 'Leveling Bar', 'Fire sensor', 'Lights', 'Motor or Feeder Grounding Wire (Belt or Clean-Out)', 'Seal Air Valve', 'Gearbox (Belt and Clean-Out)', 'Feeder Clean-Out Assembly', 'Pulley Bearings - Head, Tail, Tension', 'Feeder Belt Support Pan', 'Feeder Belt Scrapers or Cleaners', 'Lubrication - Oil', 'Motor and Gearbox - Bearing Shaft Seals (Belt or Clean-Out)', 'Feeder Belt Load Cell, if present', 'Motor External Fan & Cover (Belt or Clean-Out)']"
Bulk_CNVR_Pulv_Feeder_Vol_Star_V0,Pulverizer Coal Feeder - Volumetric Star or Overshot Roll Feeder,"['Variable Speed Drive Motor Stator Windings', 'Body', 'Variable Speed Drive Motor Leads and Electrical Connections', 'Variable Speed Drive Motor - Frames, Enclosures, Mounting, Housing', 'Roll Shaft', 'Roll Spider', 'Feeder Hot Air Slot or Plug', 'Variable Speed Drive Motor - Bearing Shaft Seals', 'Variable Speed Drive Motor or Feeder Grounding Wire', 'Variable Speed Drive Motor - Rolling Element', 'Variable Speed Drive Motor Rotor Cast Type', 'Lubrication - Grease', 'Variable Speed Drive Motor Stator Laminations', 'Liner (Housing, Door, Roll End)', 'Variable Speed Drive Motor External Fan & Cover', 'Hinge Leveling Gate Assembly', 'Drive Chain and Sprocket', 'Motor External Fan & Cover (Belt or Clean-Out)']"
Bulk_CNVR_Rollers_and_Frame_V0,Material Handling - Conveyor - Rollers and Frame,"['Roller Positioning and Speed Sensor', 'Support Frame and Structure', 'Wiring (Powered Rollers and Position Sensors)', 'Powered Rollers', 'Idler Rollers', 'Thrust Rollers']"
Bulk_CNVR_Screw_AC_GearMotor_V0,Material Handling - Conveyor - Screw Type with AC Gear Motor Drive,"['Structure and Drive Base', 'Motor Rotor Bars and Shorting Rings (Cast Type)', 'Motor Leads and Electrical Connections', 'Gearbox - Gears', 'Screw Blade', 'Screw Bearings - Rolling Element', 'Motor Output Shaft', 'Motor External Fan & Cover', 'Trough, Stiffeners, and Guard', 'Motor Stator Laminations', 'Lubrication - Grease (Drive Motor, Chain, and Screw)', 'Motor Stator Windings', 'Emergency Stop or Shutoff, if present', 'Screw Shaft', 'Motor Bearings - Rolling Element (Radial Only)', 'Gearbox - Gaskets', 'Motor Stator Winding Blocking, Bracing, Wedges, and Ties', 'Motor Space Heaters, if present', 'Drive Chain Guard', 'Lubrication - Oil (Drive Gearbox)', 'Gearbox - Oil Breather', 'Motor and Gearbox Frame, Mounting, Gear Case', 'Drive Sprockets', 'Drive Chain', 'Screw Bearing Housings', 'Motor and Gearbox Bearing Shaft Seals', 'Gearbox Bearings - Rolling Element (Radial and Thrust)', 'Motor or Conveyor Grounding Wire', 'Screw Bearing Seals']"
Bulk_Conveyor_Bucket_Vert_MotorDriven_V0,Conveyor - Bucket Vertical Type with Drive Motor,"['Guards', 'Drive Motor', 'Drive and Idler Sprockets', 'Switches - Control and Position', 'Drive Gear Reducer', 'Chain', 'Drive and Idler Shafts', 'Drive Couplings', 'Support Frame, Structure, Platforms, Stairs, Walkways, and Hand Rails', 'Switches - Emergency Stop', 'Fasteners', 'Bucket', 'Belt']"
Bulk_FDR_1,Coal Handling - Vibrating Feeder,"['Motor', 'Safety cables', 'Bed plate or liner', 'Support cables', 'Feeder springs', 'Lower boot', 'Feeder bed support structure', 'Diverter plates', 'VF wheel', 'Upper boot']"
Bulk_Feeder_Screw_DirectDrive_V0,Feeder - Screw Auger - Direct Drive,"['Drive Motor', 'Lubrication - Grease Fittings (e.g. Zirc type, feed tubes), if present', 'Drive Motor Leads and Electrical Connections', 'Foundation', 'Auger Shaft Coupling', 'Lubrication - Gearbox Oil or Gearlube, if present', 'Lubrication - Grease (Motor, Pillow Block,  and some Gearboxes)', 'Feeder Guards', 'Drive Gearbox', 'Feeder Tube or Tray Gaskets or Seals', 'Intake or Discharge Hopper or Housing', 'Drive Chain or Belt Tensioner', 'Drive Mounting Bracket', 'Auger Shaft Seal or Packing', 'Auger Shaft Pillow Block Bearing, if present', 'Hardware & Fasteners (general)', 'Drive Sprockets or Sheaves', 'Drive Chain', 'Auger Agitator, if present', 'Drive Chain or Belt', 'Auger', 'Drive Chain or Belt Guard']"
Bulk_Pugmill_1_V0,Pugmill Mixer - Large Electric Drive,"['Paddle Shaft Bearing', 'Drive Motor', 'Lubrication - Grease Fittings (e.g. Zirc type, feed tubes), if present', 'Drive Motor Leads and Electrical Connections', 'Paddle Shaft Seal', 'Foundation', 'Paddle Shaft', 'Lubrication - Gearbox Oil or Gearlube, if present', 'Gaskets or Seals', 'Drive Gearbox', 'Intake or Discharge Hopper or Housing', 'Paddles', 'Drive Chain or Belt Tensioner', 'Drive Mounting Bracket', 'Cleanouts', 'Hardware & Fasteners (general)', 'Drive Sprockets or Sheaves', 'Paddle Shaft Coupling', 'Spray Nozzles, if present', 'Drive Chain', 'Lubrication - Grease (Motor, Shaft Bearing,  and some Gearboxes)', 'Drive Chain or Belt', 'Trough or Mixing Bed', 'Drive Chain or Belt Guard', 'Covers, Guards']"
Bulk_Pulverizer_1,Pulverizer - Coal - Bowl Type,"['Pyrite areas', 'Vertical shaft', 'Gearbox', 'Journal rolls', 'Foundation', 'Pyrite scraper assembly', 'Journal springs', 'Crossover pipe and turning vane, if present', 'Grinding bowl', 'Gearbox oil cooler', 'Pyrite discharge chute', 'Journal roll assembly - upper & lower housings', 'Gearbox oil pump', 'Grinding Ring', 'Separator', 'Hardware & fasteners', 'Feeder controls', 'Feeder', 'Inverted cone', 'Journal roll assembly', 'Venturi outlet, if present', 'Classifier', 'Gearbox oil filter', 'Exhauster, if present', 'Mill motor', 'Grinding ring']"
Bulk_Pulverizer_3_V0,Pulverizer - Horizontal Ball Mill - Lime Slaker,"['Main Drive Coupling (Motor & Gearbox)', 'Kirk Key Interlock', 'Pipe', 'Bull Gear', 'Foundation', 'Power wiring with connectors', 'Instrumentation - Indicators, Transmitter, and Gauges (Flow, Level, Pressure, Temperature, Main Motor Amps)', 'Flange', 'Pinion Bearing Automatic Greaser, if present', 'Trunnion', 'Pipe Standoffs', 'Main Drive Motor (see MV Motors)', 'Slaking Water Control Valve (Air Operated)', 'Main Drive Gearbox', 'Balls', 'Pipe Hangers and Clamps', 'Trommel Screen', 'Inching Drive Gearbox', 'Gear Spray', 'Inching Motor Coupling', 'Shell Manways', 'Inching Motor (see LV Motors)', 'Pinion Bearings - Pillow Block Type', 'Barrel Heater', 'Inlet Screw Feeder, if present', 'Pipe and Penetrations', 'Control Panel and Display (Local)', 'Control wiring with connectors', 'Slaking Water Control Valve (Air Operated))', 'Shell', 'Gaskets', 'Hardware & Fasteners (general)', 'Pinion Gear', 'Trunnion Bearing Lube Oil', 'Pipe Insulation', 'Classifier', 'Guards', 'Liner', 'Inching Drive Clutch', 'Pedestal', 'Inlet Seal Packing']"
Bulk_SEPR_1,Coal Handling - Magnetic Separator,"['Gear box shaft oil seals', 'Gear box bearings', 'Printed circuit boards', 'Rollers, if present', 'Magnet tank', 'Gear box bolting', 'Wiring', 'Gear box gears', 'Magnet tank oil', 'Speed switch, if present', 'Gear box gaskets', 'Power semiconductor Components', 'Undercurrent relay', 'Sheaves', 'Magnet tank oil breather', 'Electromagnets', 'Amp meter', 'Pulleys', 'Motor', 'Pulley bearings', 'Control transformer', 'Gear oil', 'Drive belts', 'Belt']"
Bumper_2_V0,Bumper - Spring,"['Stationary Cylinder', 'Mounting Bracket', 'Bumper Head and Bracket', 'Safety Cables', 'Spring', 'Bolting', 'Spring Plunger']"
Bumper_3_V0,Bumper - Solid,"['Stationary Cylinder', 'Mounting Bracket', 'Bumper Head and Bracket', 'Safety Cables', 'Spring', 'Bolting', 'Spring Plunger']"
CBL_PLT_Control_1_V0,Cable - Plant - Control - Silicon Rubber Insulation and Sheath,"['Termination - lugs', 'Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)', 'Terminal Boards', 'Insulation and Sheath - Silicon Rubber']"
CBL_PLT_Instrumentation_1_V0,Cable - Plant - Instrumentation - CPE Jacket with FREP Insulation,"['Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)', 'Terminal Boards', 'Termination - lugs', 'Jacket - CPE (Chlorinated Polyethylene) with Aluminized Mylar Shield Tape and Drain Wire', 'Insulation - FREP (Flame Retardant Ethylene-Propylene)']"
CBL_PLT_LVPwrandCtrl_1_V0,Cable - Plant - Low Power and Control - CSPE Jacket with XLPE Insulation,"['Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)', 'Terminal Boards', 'Termination - lugs', 'Jacket - Hypalon/CSPE (Chlorosulphonated Polyethylene)', 'Insulation - XLPE (Cross Linked Polyethylene)']"
CBL_PLT_LVPwrandCtrl_2_V0,Cable - Plant - Low Power and Control - Neoprene Jacket with XLPE Insulation,"['Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)', 'Terminal Boards', 'Termination - lugs', 'Jacket - Neoprene', 'Insulation - XLPE (Cross Linked Polyethylene)']"
CBL_Power_Buried_1,Cable - Buried Power - Jacketed - Butyl,"['Cable - conductor', 'Cable - insulation shield', 'Cable - outer jacket', 'Terminations', 'Splices', 'Cable - insulation', 'Cable - neutral (concentric or taped only)']"
CBL_Power_Buried_4,Cable - Buried Power - Jacketed - TR-XLP,"['Cable - conductor', 'Cable - insulation shield', 'Cable - outer jacket', 'Terminations', 'Splices', 'Cable - insulation', 'Cable - neutral (concentric or taped only)']"
CBL_Power_Buried_5,Cable - Buried Power - Jacketed - XLP-HMWPE,"['Cable - conductor', 'Cable - insulation shield', 'Cable - outer jacket', 'Terminations', 'Splices', 'Cable - insulation', 'Cable - neutral (concentric or taped only)']"
CBL_Power_Buried_6,Cable - Buried Power - PILC,"['Cable - conductor', 'Terminations - lead', 'Cable - outer jacket, if present', 'Splices -  transition to extruded cable', 'Splices', 'Cable - insulation', 'Terminations - extruded', 'Cable - lead sheath (jacketed and unjacketed)']"
CBL_Power_Buried_7,Cable - Buried Power - Unjacketed - Butyl,"['Cable - conductor', 'Cable - insulation shield', 'Terminations', 'Splices', 'Cable - insulation', 'Cable - neutral (concentric or taped only)']"
CBL_Power_Buried_9,Cable - Buried Power - Unjacketed - TR-XLP,"['Cable - conductor', 'Cable - insulation shield', 'Terminations', 'Splices', 'Cable - insulation', 'Cable - neutral (concentric or taped only)']"
CBL_Power_Buried_10,Cable - Buried Power - Unjacketed - XLP-HMWPE,"['Cable - conductor', 'Cable - insulation shield', 'Terminations', 'Splices', 'Cable - insulation', 'Cable - neutral (concentric or taped only)']"
CBL_PWR_PLT_BLK_EPR_Duct_1,"Cable - Plant - 5-15kV - Black EPR - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Terminations - dry', 'Cable - insulation shield (polymer tape)', 'Cable - outer jacket', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - taped metal shield']"
