TypeData.CompTypeID,TypeData.GenCompType,long_description,failure_locations,component_short_description,component_boundry_for_short_description
SWGR_VFD_600V_V0,Switchgear - Variable Frequency Drive - 600V (VFD),"The equipment Switchgear - Variable Frequency Drive - 600V (VFD), is categorized as Electrical Asset and has the following boundary: The boundary of a Switchgear - Variable Frequency Drive - 600V class (VFD) that is designed for AC motor control in HVAC installation, includes the following  - Cooling Fans - Capacitors - Rectifier (FWR) - Inverter (IGBTS - insulated gate bipolar transistor, a three-terminal power semiconductor device primarily used as an electronic switch) -  Air filters - Control power transformers (CPTs) and Current transformers (CTs) - Bypass contactor and Disconnect switch - Power supply - Logic boards  The following are excluded: - Power and control cables to and from the controller - Driven AC motor load - AC cooling - closed loop system - air conditioning unit and all peripheral components associated with outdoor types of VFD's including ducts, dampers, controls, filters, and insulation","{'Wiring and Cables (Power , Control, and Communications)', 'Power Supply', 'Cabinet or Enclosure', 'Terminal strips and Terminations', 'Rectifier - Control Circuit Module (Full Wave)', 'Heatsink', 'Terminal strips', 'Current Transformer', 'Disconnect Switch - Manual', 'Inverter (IGBT)', 'Printed Circuit Logic Boards', 'Air Filters', 'RFI Filter', 'Control Panel', 'Lubricant - Contactor and Disconnect Switch', 'Contactor', 'Battery (Assist Control Panel), if present', 'Relays', 'Communications Module, if present', 'Transformer - Control Circuit', 'Electrolytic Capacitor', 'Enclosure Cooling Fans'}",Switchgear - Variable Frequency Drive - 600V (VFD),"the boundary of a switchgear - variable frequency drive - 600v class (vfd) that is designed for ac motor control in hvac installation, includes the following  - cooling fans - capacitors - rectifier (fwr) - inverter (igbts - insulated gate bipolar transistor, a three-terminal power semiconductor device primarily used as an electronic switch) -  air filters - control power transformers (cpts) and current transformers (cts) - bypass contactor and disconnect switch - power supply - logic boards  the following are"
Tank_Mixer_1,Tank Mixer or Agitator,"The equipment Tank Mixer or Agitator, is categorized as Rotating Asset and has the following boundary: The boundary of a  tank type mixer - agitator is defined to include the following: ,Mixer - Agitator with shaft and paddle - Electric motor ,All connected cables, at the motor itself ,All mounting and base plates ,Mixer drive pulleys and belts","{'Motor Fan', 'Motor Bearings - Antifriction', 'Frame and Mounting including hardware', 'Agitator Blades or Paddle', 'Motor Shaft', 'Pulleys', 'Safety Guards', 'Motor Gaskets', 'Motor Stator Laminations', 'Agitator Shaft', 'Agitator Bearings - Antifriction', 'Motor Space Heaters', 'Motor Rotor bars and shorting rings (cast type)', 'Lubrication Delivery Tubes', 'Agitator Bearing Grease Seals', 'Start-Stop Controls', 'Motor Leads and Electrical Connections', 'Lubrication - Grease', 'Tank or Vessel', 'Motor Endbells or Bearing Housings', 'Packing Gland', 'Motor Stator Windings', 'Packing (mixer shaft)', 'Belts', 'Motor Bearing Grease Seals'}",Tank Mixer or Agitator," ,mixer - agitator with shaft and paddle - electric motor ,all connected cables, at the motor itself ,all mounting and base plates ,mixer drive pulleys and belts"
TankandHeater_1_V0,Tank with Electric Heater,"The equipment Tank with Electric Heater, is categorized as Fixed Asset and has the following boundary: The Tank with Electric Heater is comprised of:  - Tank - Internal coating, if present - Access hatch - Breather, if present - Immersion Heaters - Gaskets, if present - Flex hose, piping, fittings, integral to the tank, if any  Excluded are: - Valves, if present, e.g. safety relief, isolation, temperature control - Filters and strainers, if present - Instrumentation, if present, e.g. Level, Temperature - Power supply","{'Gaskets, if present', 'Tank', 'Tank Immersion Heaters', 'Flex hose, piping, fittings, if present', 'Tank Ground (Earth) Connection, if present', 'Tank internal coating, if present', 'Tank Breather, if present', 'Access Hatch'}",Tank with Electric Heater,"  - tank - internal coating, if present - access hatch - breather, if present - immersion heaters - gaskets, if present - flex hose, piping, fittings, integral to the tank, if any"
Tool_Pneu_HammerDrill_V0,Tool - Pneumatic - Hammer Drill,"The equipment Tool - Pneumatic - Hammer Drill, is categorized as Miscellaneous Asset and has the following boundary: A Tool - Pneumatic - Hammer Drill is a valveless hammer drill that incorporates an independently controlled gear-type, nitrogen/air powered, rotation motor to rotate the drill steel and bit. General specification: Air motor produces 3 Hp at 90 psi  providing 185 lb-ft of torque at 100-250 rpm.   Included: - Pneumatic (nitrogen/air) driven hammer drill with air motor (only)  Excluded: - Remote nitrogen/air control manifold - Nitrogen/Air Supply - Nitrogen/Air hoses (lines), connection, and valves - Nitrogen/Air line (hose) lubricator - Nitrogen/Air lubricating fluid reservoir and heater  - Lubricating oil (hydraulic oil) - Any type of support device, rig, or structure - Hydraulic tank, fluid, and hoses - Operating console","{'Pins - Alignment, Roll, Spring, Shear', 'Gears - Drive, Intermediate, Idler', 'Tube - Nitrogen/Air Tube, Flushing Pipe, Shaft Tube', 'Gears and Shafts - Drive, Intermediate, Idler', 'O-rings', 'Drill Steel', 'Pin Slots', 'Cylinder Body', 'Air Pipe (Hose) and Connectors (device only - not main nitrogen/air supply)', 'Bearings - Needle Type (includes Thrust)', 'Spacers, Rings, Seats, Adapters', 'Chuck', 'Spring', 'Sleeve, Liner, Bushing, Slip Ring, or Shank Aligner', 'Piston', 'Housing, Cover, Backhead, or Manifold', 'Lock Plate, Tabbed Washer, or Keys', 'Nitrogen/Air Supply Quality', 'Striking Bar', 'Exhaust Muffler', 'Exhaust Swivel', 'Packing - Nitrogen/Air Tube', 'Rubber - Nitrogen/Air Tube', 'Nitrogen/Air Supply Line Connector to Drill and Air Motor', 'Fasteners (Bolts, Nuts, T-Bolt, Tie Rod and Nut) - External', 'Plugs, Caps'}",Tool - Pneumatic - Hammer Drill, air motor produces 3 hp at 90 psi  providing 185 lb-ft of torque at 100-250 rpm.   included
Trailer_Enclosure_V0,Trailer with Enclosure,"The equipment Trailer with Enclosure, is categorized as Facility Asset and has the following boundary: The boundary of this component is a road capable lighted, enclosed towable trailer with electric or standard brakes containing the following items:   Note: This trailer  is not a long haul (semi) trailer. - Trailer bed - Enclosure - Suspension and levelers - Tires, wheels,  - Brakes (electric and/or hydraulic) - Lights (road, interior, exterior)  - Hitch/coupler - Electric brake battery and charger (if present)  Excluded are: - Any external hookups for power, etc. - Skid base plate or frame for mounted equipment, such as engines, pumps, generators, etc..","{'Trailer - Battery (Backup power for electric breaks), if present', 'Trailer - Bed, Frame, and Lifting Lugs', 'Trailer - Levelers', 'Trailer - Brakes - Electric', 'Trailer - Suspension', 'Trailer - Enclosure - Panels or Control Boxes, including hinges, gaskets, handles', 'Trailer - Electric Lights', 'Trailer - Enclosure - Door Gas Springs', 'Trailer - Enclosure - Doors and Latches', 'Trailer - Wheel Bearings', 'Trailer - Wheel Rims', 'Trailer - Brakes - Electric and Wiring', 'Trailer - Tires', 'Trailer - Hitch or Coupling', 'Trailer - Jack and Stand', 'Trailer - Wheel Bearing Grease', 'Trailer - Battery Charger, if present', 'Trailer - Brakes - Hydraulic'}",Trailer with Enclosure,   note
TURB_1800_2,Main Turbine - 1800RPM - LP,"The equipment Main Turbine - 1800RPM - LP, is categorized as Rotating Asset and has the following boundary: The boundary of the Main Steam Turbine LP section similar to those in nuclear applications for the purpose of this database is defined to include the following:  ,Turbine (rotating and stationary components) and exhaust hood ,Turbine driven oil pump, lift/jacking pumps ,Mid standard components ,Journal bearings and thrust bearings ,Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,Turning gear ,Couplings ,Performance/data acquisition piping ,Steam seals ,Insulation/appearance lagging  Exclude: ,Steam valves ,All expansion joints ,Auxiliary e.g. oil and control systems ,Generator, excitation, and auxiliary systems ,Special tooling and crane  Note:  Direction of rotation is not important.  However, left/right side differentiation is looking from the turbine toward the generator.  Turbine end is designated TE, and generator end as GE.","{'LP Casing access covers', 'LP Casing temperature instruments', 'Performance piping', 'LP gib/centering keys', 'LP horizontal joint', 'LP Journals', 'LP Wheel/Disk', 'LP Blade Attachment pins', 'LP Dovetail/Blade Attachment', 'LP end gland packing/steam seals', 'LP Lift/Jacking Pumps', 'Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'LP inner shell bolting shield', 'LP Bearings (journals)', 'LP Coupling cover', 'LP stationary diaphragms/blade ring packing', 'LP Exhaust Hood Sprays', 'LP oil deflectors', 'LP blade tip packing', 'Supervisory Instrumentation -  Shell temperature indicators', 'LP Blades Covers', 'Turning gear', 'LP Blade Root', 'LP Casing horizontal/vertical joints', 'LP stationary diaphragms/blade rings', 'LP oil seals', 'LP Rupture disk', 'Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'LP Casing diaphragm and gland fits', 'Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'LP Casing piping bolted joint flanges', 'LP Blades', 'LP Bearing Oil Overflow Drains', 'Supervisory Instrumentation -  Last Stage Bucket Temperature', 'LP Rotor Bore, if present', 'LP sliding feet, if present', 'LP Couplings', 'LP Casing piping bolted joint flanges (internal and external)'}",Main Turbine - 1800RPM - LP,"  ,turbine (rotating and stationary components) and exhaust hood ,turbine driven oil pump, lift/jacking pumps ,mid standard components ,journal bearings and thrust bearings ,foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,turning gear ,couplings ,performance/data acquisition piping ,steam seals ,insulation/appearance lagging  exclude"
TURB_3600_1,Main Turbine - 3600RPM - HP,"The equipment Main Turbine - 3600RPM - HP, is categorized as Rotating Asset and has the following boundary: The boundary of the 3600 RPM Main Steam Turbine HP section in fossil applications for the purpose of this database is defined to include the following:  ,Turbine (rotating and stationary components) ,Turbine driven oil pump, lift/jacking pumps ,Front and mid standard components ,Journal bearings and thrust bearings ,Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,Turning gear ,Couplings ,Performance/data acquisition piping ,Steam seals ,Insulation/appearance lagging  Exclude: ,Steam valves ,All expansion joints ,Auxiliary e.g. oil and control systems ,Generator, excitation, and auxiliary systems ,Special tooling and crane  Note:  Direction of rotation is not important.  However, left/right side differentiation is looking from the turbine toward the generator.  Turbine end is designated TE, and generator end as GE.","{'HP Casing piping bolted joint flanges', 'HP Casing horizontal/vertical joints', 'HP Blades', 'Front Standard - Control rotor (impeller, shaft, steady rest bearing, grounding shoes), if present', 'Front Standard - Quill shaft', 'HP oil seals', 'HP Couplings', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'HP equalizer valve', 'HP Heat Groove', 'HP Packing land', 'HP Journals', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'HP oil deflectors', 'HP Rotor Body - wheel and disk', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'HP Casing insulation, all types', 'HP Rotor Bore', 'HP Blades Covers', 'HP Casing pressure instruments', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'HP nozzle blocks', 'HP Blade Root', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'HP blade tip seal strips', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'HP Casing diaphragm and gland fits', 'Front Standard - Shaft-driven pump impeller, if present', 'HP gib/centering keys', 'Front Standard - Shaft-driven pump impeller wear rings, if present', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'HP Blade Roots', 'HP Diaphragms', 'HP Bearings (journal and thrust)', 'HP Bearings (journal only)', 'Standard - sliding feet'}",Main Turbine - 3600RPM - HP,"  ,turbine (rotating and stationary components) ,turbine driven oil pump, lift/jacking pumps ,front and mid standard components ,journal bearings and thrust bearings ,foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,turning gear ,couplings ,performance/data acquisition piping ,steam seals ,insulation/appearance lagging  exclude"
TURB_3600_2,Main Turbine - 3600RPM - IP,"The equipment Main Turbine - 3600RPM - IP, is categorized as Rotating Asset and has the following boundary: The boundary of the 3600RPM Main Steam Turbine IP section in fossil applications for the purpose of this database is defined to include the following:  ,Turbine (rotating and stationary components) ,Mid standard components ,Journal bearings and thrust bearings ,Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,Turning gear ,Couplings ,Performance/data acquisition piping ,Steam seals ,Insulation/appearance lagging  Exclude: ,Steam valves ,All expansion joints ,Auxiliary e.g. oil and control systems ,Generator, excitation, and auxiliary systems ,Special tooling and crane  Note:  Direction of rotation is not important.  However, left/right side differentiation is looking from the turbine toward the generator.  Turbine end is designated TE, and generator end as GE.","{'IP Heat Groove', 'IP blade tip seal strips', 'IP Bearings (journal and thrust)', 'IP Packing land', 'IP Casing horizontal/vertical joints', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'IP gib/centering keys', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'IP Couplings', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'IP Rotor Body - wheel and disk', 'IP Casing insulation, all types', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'IP Bearings (journal only)', 'IP equalizer valve', 'IP oil deflectors', 'IP oil seals', 'IP Rotor Bore', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'IP nozzle blocks', 'IP Casing pressure instruments', 'IP Blade Roots', 'IP Casing diaphragm and gland fits', 'IP Diaphragms', 'IP Blades', 'IP Journals', 'IP Casing piping bolted joint flanges', 'IP Blade Root', 'Standard - sliding feet', 'IP Blades Covers'}",Main Turbine - 3600RPM - IP,"  ,turbine (rotating and stationary components) ,mid standard components ,journal bearings and thrust bearings ,foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,turning gear ,couplings ,performance/data acquisition piping ,steam seals ,insulation/appearance lagging  exclude"
TURB_3600_3,Main Turbine - 3600RPM - LP,"The equipment Main Turbine - 3600RPM - LP, is categorized as Rotating Asset and has the following boundary: The boundary of the 3600 RPM Main Steam Turbine LP section in fossil applications for the purpose of this database is defined to include the following:  ,Turbine (rotating and stationary components) and exhaust hood ,Journal bearings ,Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,Turning gear ,Couplings ,Performance/data acquisition piping ,Steam seals ,Insulation/appearance lagging  Exclude: ,Steam valves ,All expansion joints ,Auxiliary e.g. oil and control systems ,Generator, excitation, and auxiliary systems ,Special tooling and crane  Note:  Direction of rotation is not important.  However, left/right side differentiation is looking from the turbine toward the generator.  Turbine end is designated TE, and generator end as GE.","{'LP Casing access covers', 'LP Casing temperature instruments', 'Performance piping', 'LP gib/centering keys', 'LP horizontal joint', 'LP Journals', 'LP Wheel/Disk', 'Turbine Supervisory Instrumentation -  Shell, Lube oil, and Steam pressures and temperatures', 'LP Blade Attachment pins', 'LP Dovetail/Blade Attachment', 'LP end gland packing/steam seals', 'LP Lift/Jacking Pumps', 'Turbine Supervisory Instrumentation -  Exhaust Hood steam Temperature indicators', 'Turbine Supervisory Instrumentation -  Last Stage Bucket Temperature', 'LP inner shell bolting shield', 'LP Coupling cover', 'LP stationary diaphragms/blade ring packing', 'LP Exhaust Hood Sprays', 'Turbine Supervisory Instrumentation -  Vibration probes - shaft rider and non-contacting', 'LP oil deflectors', 'Turbine Supervisory Instrumentation -  Bearing Metal Temperature Detector (RTD)', 'LP Bearings (journal)', 'LP blade tip packing', 'Turbine Supervisory Instrumentation -  Position switches and indicators, Casing differential and expansion', 'LP Blades Covers', 'LP Blade Root', 'LP Casing horizontal/vertical joints', 'Turbine Supervisory Instrumentation -  Shell temperature indicators', 'LP stationary diaphragms/blade rings', 'LP oil seals', 'LP Rupture disk', 'LP Casing diaphragm and gland fits', 'LP Casing piping bolted joint flanges', 'LP Blades', 'LP Turning gear', 'LP Bearing Oil Overflow Drains', 'LP Rotor Bore, if present', 'LP sliding feet, if present', 'LP Couplings', 'LP Casing piping bolted joint flanges (internal and external)'}",Main Turbine - 3600RPM - LP,"  ,turbine (rotating and stationary components) and exhaust hood ,journal bearings ,foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange ,turning gear ,couplings ,performance/data acquisition piping ,steam seals ,insulation/appearance lagging  exclude"
TURB_EHC_1,Main Turbine - EHC Hydraulics,"The equipment Main Turbine - EHC Hydraulics, is categorized as Rotating Asset and has the following boundary: The boundary of the main steam turbine’s EHC hydraulic fluid and associated components for the purpose of this database is defined to include:  ,EHC fluid ,Fluid supply and treatment components ,Servo-valves ,Solenoid valves ,Mechanical shutoff valves ,Instrumentation ,Hydraulically operated components directly activated by the EHC fluid.  Excluded from the boundary are the valve bodies of steam valves and their internals e.g. control, stop, MSIV, and electronic controls.  Low voltage motors are also excluded as they can be found by referring to Motor - Low Voltage","{'Check Valve', 'Pump Coupling', 'Tubing, Piping and Supports', 'Servo Valves', 'Temperature Switch', 'Main Pump Rotating Components', 'Chemical Filter: Fullers Earth, Activated Alumina, or Modified Activated Alumina', 'Actuators, diaphragm', 'Actuators, mechanical, e.g. Trip and Shutoff', 'Cabling', 'Pressure Compensator', 'Breather (Desiccant media, silica gel and activated alumina)', 'Unloader Valves, and Flow Control Valves', 'Mechanical Filter and Strainers, e.g. Metal, Cellulose, and Synthetic Fiber Medias', 'Coolers', 'Relief Valves', 'Cabinet fan', 'Accumulators', 'Level and Limit Switches', 'Heaters', 'Pressure Switches', 'Solenoid Valves; e.g. Test, Trip, and Lockout', 'Actuators, hydraulic', 'Phosphate Ester Fluid'}",Main Turbine - EHC Hydraulics,"  ,ehc fluid ,fluid supply and treatment components ,servo-valves ,solenoid valves ,mechanical shutoff valves ,instrumentation ,hydraulically operated components directly activated by the ehc fluid."
TURB_GSSYS_1,Main Turbine Gland Steam System with Atemperator,"The equipment Main Turbine Gland Steam System with Atemperator, is categorized as Fixed Asset and has the following boundary: The boundary of the Main Turbine Gland Steam Seal System with an Atemperator or Desuperheater contains:  - Gland seals, also called N-packing - Gland Steam Packing Condenser - Exhauster - Spillover valve - Gland Steam regulator (steam pressure regulator)  - Atemperator (Desuperheater) - Piping and check valves - Steam trap  Excluding: - Performance measurement - Ram tubes - Flow measurement devices","{'Gland Packing - Spring Back Type only', 'Strainers', 'Gland seal (or steam packing) Condenser', 'Relief Valves', 'Gland Seal (or steam packing) Drain', 'Gland Seal Pressure Controller', 'Piping', 'Gland Packing', 'Desuperheater (Atemperator) - Controller', 'Gland Packing Housing', 'Gland Seal (or steam packing) Condenser Exhauster', 'Check Valves', 'Orifices', 'Steam Seal Bypass Unloading Valve', 'Gland Seal (or steam packing) Condenser Condensate Supply', 'Desuperheater (Atemperator) - Spray Nozzles', 'Header Pressure Indicator'}",Main Turbine Gland Steam System with Atemperator,"  - gland seals, also called n-packing - gland steam packing condenser - exhauster - spillover valve - gland steam regulator (steam pressure regulator)  - atemperator (desuperheater) - piping and check valves - steam trap  excluding"
TURB_GSSYS_2,Main Turbine Gland Steam System without Atemperator,"The equipment Main Turbine Gland Steam System without Atemperator, is categorized as Fixed Asset and has the following boundary: The boundary of the Main Turbine Gland Steam Seal System without an Atemperator or Desuperheater contains:  - Gland seals, also called N-packing - Gland Steam Packing Condenser - Exhauster - Spillover valve - Gland Steam regulator (steam pressure regulator)  - Piping and check valves - Steam trap  Excluding: - Performance measurement - Ram tubes - Flow measurement devices","{'Gland Packing - Spring Back Type only', 'Strainers', 'Gland seal (or steam packing) Condenser', 'Relief Valves', 'Gland Seal (or steam packing) Drain', 'Gland Seal Pressure Controller', 'Piping', 'Gland Packing', 'Gland Packing Housing', 'Gland Seal (or steam packing) Condenser Exhauster', 'Check Valves', 'Orifices', 'Steam Seal Bypass Unloading Valve', 'Gland Seal (or steam packing) Condenser Condensate Supply', 'Header Pressure Indicator'}",Main Turbine Gland Steam System without Atemperator,"  - gland seals, also called n-packing - gland steam packing condenser - exhauster - spillover valve - gland steam regulator (steam pressure regulator)  - piping and check valves - steam trap  excluding"
TURB_LOHX_1,Main Turbine Lube Oil Heat Exchanger,"The equipment Main Turbine Lube Oil Heat Exchanger, is categorized as Fixed Asset and has the following boundary: The boundary of tube type heat exchangers for the purpose of this database is defined to include the following:  ,Heat exchanger nozzle to nozzle, including shells, supports and tubes  ,Exclude control systems and devices, e.g. temperature and pressure control valves, safety relief valves, and insulation.","{'Internal Hardware; including: Baffle Plates, Support Plates, Tie Rods, and Spacers', 'Tube Joint: Welded', 'Closure Devices, Channel Partitions, Reversing Chambers, and Flange', 'Tube Sheets', 'Shell, Inlet and Outlet Nozzles', 'Tube Joint: Rolled', 'Tubes'}",Main Turbine Lube Oil Heat Exchanger,"  ,heat exchanger nozzle to nozzle, including shells, supports and tubes  ,exclude control systems and devices, e.g. temperature and pressure control valves, safety relief valves, and insulation."
TURB_LOPM_2,Main Turbine Lube Oil AC Bearing Oil Pump and Motor,"The equipment Main Turbine Lube Oil AC Bearing Oil Pump and Motor, is categorized as Rotating Asset and has the following boundary: The boundary of the AC Bearing Oil Pump and Motor for the purpose of this database is defined to include the following: ,Electric motor and motor leads ,Internal motor heaters ,Pump and motor mounting ,Pump/motor coupling ,Pump  Not included is the pump discharge check valve (which is located in the main lube oil reservoir), motor feeder cables, DC breaker, and motor controls.","{'Motor Cast Rotor: Rotor bars and shorting rings', 'Pump Bearings - Sleeve', 'Motor Shaft', 'Pump Impeller', 'Motor Machine Fits', 'Motor Bearing Seal', 'Pump Mechanical Seal', 'Pump Casing Vent', 'Pump Bearing Oil Supply Line', 'Pump Suction Strainer', 'Pump Shaft', 'Motor Frame and Enclosure', 'Motor Gaskets', 'Motor Space Heaters', 'Motor Stator - Windings', 'Pump / Motor Coupling', 'Motor Cooling Fan', 'Pump Bearings - Thrust', 'Pump Discharge Head', 'Motor Leads and Electrical Connections', 'Pump / Motor Mount', 'Pump Wear rings', 'Pump Gaskets', 'Motor Bearings: Antifriction', 'Pump Bearing Retainers', 'Pump Column Piping'}",Main Turbine Lube Oil AC Bearing Oil Pump and Motor," ,electric motor and motor leads ,internal motor heaters ,pump and motor mounting ,pump/motor coupling ,pump  not included is the pump discharge check valve (which is located in the main lube oil reservoir), motor feeder cables, dc breaker, and motor controls."
TURB_LOPM_3,Main Turbine Lube Oil Bearing Oil Lift Pump and Motor,"The equipment Main Turbine Lube Oil Bearing Oil Lift Pump and Motor, is categorized as Rotating Asset and has the following boundary: The boundary of the AC Backup Oil Pump and Motor for the purpose of this database is defined to include the following: ,Electric motor and motor leads ,Internal motor heaters ,Pump and motor mounting ,Pump/motor coupling ,Pump  Not included is the pump discharge check valve (which is located in the main lube oil reservoir), motor feeder cables, DC breaker, and motor controls.","{'LP Lift/Jacking Pumps', 'Pump Suction Strainer', 'Pump and Motor Base', 'Motor Cooling Fan', 'Pressure Switch', 'Pump and Motor Coupling', 'Discharge piping and flex lines', 'Discharge Piping Ball Check Valve', 'Motor Stator - Windings', 'Motor Bearings', 'Oil Supply Piping', 'Motor Leads and Electrical Connections'}",Main Turbine Lube Oil Bearing Oil Lift Pump and Motor," ,electric motor and motor leads ,internal motor heaters ,pump and motor mounting ,pump/motor coupling ,pump  not included is the pump discharge check valve (which is located in the main lube oil reservoir), motor feeder cables, dc breaker, and motor controls."
TURB_LOPM_4,Main Turbine Lube Oil DC Emergency Pump and Motor,"The equipment Main Turbine Lube Oil DC Emergency Pump and Motor, is categorized as Rotating Asset and has the following boundary: The boundary of the emergency pump and 240 VDC motor for the purpose of this database is defined to include the following: ,Electric motor and motor leads ,Internal motor heaters ,Pump and motor mounting ,Pump/motor coupling ,Pump  Not included is the pump discharge check valve (which is located in the main lube oil reservoir), motor feeder cables, DC breaker, and motor controls.","{'Motor Brushes', 'Pump Bearings - Sleeve', 'Motor Shaft', 'Pump Impeller', 'Motor Machine Fits', 'Motor Brush Rigging', 'Motor Bearing Seal', 'Pump Mechanical Seal', 'Pump Casing Vent', 'Pump Bearing Oil Supply Line', 'Pump Suction Strainer', 'Pump Shaft', 'Motor Frame and Enclosure', 'Motor Gaskets', 'Motor Space Heaters', 'Motor Stator - Windings', 'Motor Rotor - Commutator', 'Pump / Motor Coupling', 'Motor Cooling Fan', 'Pump Bearings - Thrust', 'Pump Discharge Head', 'Motor Leads and Electrical Connections', 'Pump / Motor Mount', 'Motor Armature', 'Motor Armature - Windings', 'Pump Wear rings', 'Pump Gaskets', 'Motor Bearings: Antifriction', 'Pump Bearing Retainers', 'Pump Column Piping'}",Main Turbine Lube Oil DC Emergency Pump and Motor," ,electric motor and motor leads ,internal motor heaters ,pump and motor mounting ,pump/motor coupling ,pump  not included is the pump discharge check valve (which is located in the main lube oil reservoir), motor feeder cables, dc breaker, and motor controls."
TURB_LORSVR_1,Main Turbine Lube Oil Reservoir with Booster Pump,"The equipment Main Turbine Lube Oil Reservoir with Booster Pump, is categorized as Rotating Asset and has the following boundary: The boundary of the Main Turbine Lube Oil Reservoir with Booster Pump  boundary is defined as: . Turbine lube oil . Oil reservoir  . Oil Vapor Extractor . Oil Demisters . Return Strainers . 3 Way Transfer Valve . Heaters, both tank immersion and external . Booster Pump . Check valves and internal piping . Non-transmitting float indicator . Baffler bypass and booster valves . Oil pressure/Bearing pressure control relief valve  Excluded are:  the motor driven pumps and motors, power cables and breakers, bearing oil coolers, heater controllers and thermostats, temperature and pressure switches, level alarms, and all external general piping including guarded piping.","{'Vapor Extractor discharge check valves', 'Pressure Relief Valve (i.e. Regulator valve)', 'Oil', 'External Heater, if present', 'Oil Loop Seals', 'Pipe Supports', 'Immersion Heaters, if present', 'Flanged Joints', 'Booster Pump discharge check valve', 'Manual Valves, e.g. drain valves', 'Booster Pump and Turbine Assembly', 'Mechanical Oil Level Gauge', 'Reservoir Return Strainer Access Hatch', 'Return Strainers', 'Demister, outlet drain', 'Booster Pump Turbine Nozzles', 'Demister, inlet and outlet', 'Three-way Transfer Valve (bearing oil coolers)', 'Vapor Extractor Discharge Valve', 'Reservoir', 'Booster Pump Baffler Bypass Valve', 'Booster Pump Inlet Strainer', 'Booster Pump Baffler Valve', 'Electric Pumps discharge check valve', 'Vapor Extractor'}",Main Turbine Lube Oil Reservoir with Booster Pump," . turbine lube oil . oil reservoir  . oil vapor extractor . oil demisters . return strainers . 3 way transfer valve . heaters, both tank immersion and external . booster pump . check valves and internal piping . non-transmitting float indicator . baffler bypass and booster valves . oil pressure/bearing pressure control relief valve"
TURB_LORSVR_2,Main Turbine Lube Oil Reservoir with Ejectors,"The equipment Main Turbine Lube Oil Reservoir with Ejectors, is categorized as Fixed Asset and has the following boundary: The boundary of the Main Turbine Lube Oil Reservoir with Ejectors boundary is defined as: . Turbine lube oil . Oil reservoir  . Oil Vapor Extractor . Oil Demisters . Return Strainers . 3 Way Transfer Valve . Heaters, both tank immersion and external . Ejectors . Check valves and internal piping . Non-transmitting float indicator  Excluded are:  the pumps and motors, power cables and breakers, bearing oil coolers, heater controllers and thermostats, temperature and pressure switches, level alarms, and all external general piping including guarded piping.","{'Vapor Extractor discharge check valves', 'Ejector Nozzles', 'Pressure Relief Valve (i.e. Regulator valve)', 'Oil', 'Ejector Inlet Strainer', 'External Heater, if present', 'Oil Loop Seals', 'Pipe Supports', 'Flanged Joints', 'Ejector Assembly', 'Pump discharge check valves', 'Mechanical Oil Level Gauge', 'Reservoir Return Strainer Access Hatch', 'Return Strainers', 'Demister, outlet drain', 'Demister, inlet and outlet', 'Ejector discharge check valve', 'Ejector Check Disk', 'Manual Valves', 'Three-way Transfer Valve (bearing oil coolers)', 'Vapor Extractor Discharge Valve', 'Reservoir', 'Vapor Extractors', 'Immersion Heaters'}",Main Turbine Lube Oil Reservoir with Ejectors," . turbine lube oil . oil reservoir  . oil vapor extractor . oil demisters . return strainers . 3 way transfer valve . heaters, both tank immersion and external . ejectors . check valves and internal piping . non-transmitting float indicator"
